action_id,disruption_id,action_type,supplier_id,component_id,factory_id,route_id,source_location,destination_location,available_capacity,action_cost,time_saved_days,risk_score,implementation_time,success_probability,feasible
A000261,D000174,Reallocate_Inventory,,C004,F004,R0999,W012,W008,10000,391.59,9,0.05,1,0.95,True
A000262,D000175,Increase_Production,,,F004,,,,1339,25700.85,4,0.05,7,0.95,False
A000263,D000175,Reschedule_Production,,,F004,,,,5504,3426.78,4,0.05,7,0.95,True
A000264,D000176,Expedite_Shipment,,,F004,R0040,S020,F004,10000,223.13,3,0.05,3,0.95,True
A000265,D000177,Switch_Supplier,S030,C030,F005,,S030,F005,10000,39157.35,0,0.2118,26,0.7882,False
A000266,D000177,Use_Backup_Inventory,,C168,F005,R0835,W018,W019,10000,354.7,3,0.05,2,0.95,True
A000267,D000178,Reallocate_Inventory,,C210,F005,R0860,W030,W001,10000,203.22,4,0.05,1,0.95,True
A000268,D000179,Increase_Production,,,F005,,,,1596,42773.76,4,0.05,7,0.95,True
A000269,D000179,Reschedule_Production,,,F005,,,,7252,5703.17,4,0.05,7,0.95,True
A000270,D000180,Expedite_Shipment,,,F005,R0020,S010,F005,10000,119.65,6,0.05,7,0.95,True
A000271,D000181,Switch_Supplier,S023,C023,F006,,S023,F006,10000,10355.0,0,0.2929,10,0.7071,False
A000272,D000181,Use_Backup_Inventory,,C328,F006,R0805,W003,W004,10000,325.87,5,0.05,4,0.95,True
A000273,D000182,Reallocate_Inventory,,C072,F006,R0826,W013,W014,10000,4789.11,10,0.05,1,0.95,True
A000274,D000183,Increase_Production,,,F006,,,,997,192510.74,2,0.05,4,0.95,False
A000275,D000183,Reschedule_Production,,,F006,,,,1550,25668.1,2,0.05,4,0.95,False
A000276,D000184,Expedite_Shipment,,,F006,R0055,S028,F006,10000,90.78,5,0.05,5,0.95,True
A000277,D000185,Switch_Supplier,S007,C007,F007,,S007,F007,10000,654.9,0,0.137,17,0.863,False
A000278,D000185,Use_Backup_Inventory,,C191,F007,R0957,W012,W014,10000,83.0,3,0.05,3,0.95,True
A000279,D000186,Reallocate_Inventory,,C191,F007,R0887,W015,W017,10000,204.74,2,0.05,3,0.95,True
A000280,D000187,Increase_Production,,,F007,,,,3108,215729.55,5,0.05,9,0.95,False
A000281,D000187,Reschedule_Production,,,F007,,,,3061,28763.94,5,0.05,9,0.95,False
A000282,D000188,Expedite_Shipment,,,F007,R0190,S095,F007,10000,258.76,2,0.05,3,0.95,True
A000283,D000189,Switch_Supplier,S007,C007,F008,,S007,F008,10000,8373.1,0,0.137,17,0.863,False
A000284,D000189,Use_Backup_Inventory,,C297,F008,R0867,W003,W002,4129,481.07,0,0.05,3,0.95,False
A000285,D000190,Reallocate_Inventory,,C278,F008,R0909,W008,W011,8358,1000.53,3,0.05,3,0.95,True
A000286,D000191,Increase_Production,,,F008,,,,1764,112624.89,4,0.05,7,0.95,False
A000287,D000191,Reschedule_Production,,,F008,,,,4153,15016.65,4,0.05,7,0.95,True
A000288,D000192,Expedite_Shipment,,,F008,R0200,S100,F008,10000,585.15,5,0.05,5,0.95,True
A000289,D000193,Switch_Supplier,S016,C016,F009,,S016,F009,10000,9191.5,0,0.3293,23,0.6707,False
A000290,D000193,Use_Backup_Inventory,,C053,F009,R0960,W025,W024,10000,349.92,3,0.05,1,0.95,True
A000291,D000194,Reallocate_Inventory,,C002,F009,R0807,W004,W005,7343,338.5,7,0.05,2,0.95,True
A000292,D000195,Increase_Production,,,F009,,,,2040,32019.36,5,0.05,8,0.95,True
A000293,D000195,Reschedule_Production,,,F009,,,,1429,4269.25,5,0.05,8,0.95,False
A000294,D000196,Expedite_Shipment,,,F009,R0175,S088,F009,10000,234.21,2,0.05,3,0.95,True
A000295,D000197,Switch_Supplier,S005,C005,F010,,S005,F010,10000,13042.4,3,0.219,3,0.781,True
A000296,D000197,Use_Backup_Inventory,,C435,F010,R0833,W017,W018,10000,1210.75,2,0.05,4,0.95,True
A000297,D000198,Reallocate_Inventory,,C053,F010,R0849,W025,W026,10000,173.35,0,0.05,2,0.95,False
A000298,D000199,Increase_Production,,,F010,,,,576,121582.35,0,0.05,2,0.95,False
A000299,D000199,Reschedule_Production,,,F010,,,,545,16210.98,0,0.05,2,0.95,False
A000300,D000200,Expedite_Shipment,,,F010,R0090,S045,F010,10000,356.32,2,0.05,3,0.95,True
A000301,D000201,Switch_Supplier,S002,C002,F011,,S002,F011,10000,4725.55,0,0.0535,18,0.9465,False
A000302,D000201,Use_Backup_Inventory,,C282,F011,R0836,W018,W019,8167,915.31,12,0.05,1,0.95,True
A000303,D000202,Reallocate_Inventory,,C303,F011,R0812,W006,W007,10000,337.89,6,0.05,1,0.95,True
A000304,D000203,Increase_Production,,,F011,,,,2070,123954.81,3,0.05,5,0.95,True
A000305,D000203,Reschedule_Production,,,F011,,,,1636,16527.31,3,0.05,5,0.95,False
A000306,D000204,Expedite_Shipment,,,F011,R0041,S021,F011,10000,46.78,7,0.05,7,0.95,True
A000307,D000205,Switch_Supplier,S023,C023,F012,,S023,F012,10000,2561.5,0,0.2929,10,0.7071,False
A000308,D000205,Use_Backup_Inventory,,C181,F012,R0815,W008,W009,10000,61.47,5,0.05,2,0.95,True
A000309,D000206,Reallocate_Inventory,,C481,F012,R0806,W003,W004,10000,5925.09,1,0.05,1,0.95,True
A000310,D000207,Increase_Production,,,F012,,,,4448,90588.83,0,0.05,2,0.95,False
A000311,D000207,Reschedule_Production,,,F012,,,,6649,12078.51,0,0.05,2,0.95,False
A000312,D000208,Expedite_Shipment,,,F012,R0136,S068,F012,10000,53.57,4,0.05,4,0.95,True
A000313,D000209,Switch_Supplier,S016,C016,F013,,S016,F013,10000,41199.0,0,0.3293,23,0.6707,False
A000314,D000209,Use_Backup_Inventory,,C476,F013,R0851,W026,W027,10000,1341.67,3,0.05,4,0.95,True
A000315,D000210,Reallocate_Inventory,,C248,F013,R0939,W011,W013,4763,501.89,9,0.05,4,0.95,True
A000316,D000211,Increase_Production,,,F013,,,,740,19674.0,1,0.05,2,0.95,True
A000317,D000211,Reschedule_Production,,,F013,,,,663,2623.2,1,0.05,2,0.95,True
A000318,D000212,Expedite_Shipment,,,F013,R0074,S037,F013,10000,508.89,5,0.05,6,0.95,True
A000319,D000213,Switch_Supplier,S010,C010,F014,,S010,F014,10000,34233.95,0,0.1074,17,0.8926,False
A000320,D000213,Use_Backup_Inventory,,C423,F014,R0909,W008,W011,2815,1404.47,6,0.05,3,0.95,False
A000321,D000214,Reallocate_Inventory,,C427,F014,R0827,W014,W015,5344,400.04,8,0.05,2,0.95,True
A000322,D000215,Increase_Production,,,F014,,,,1291,22214.52,2,0.05,4,0.95,True
A000323,D000215,Reschedule_Production,,,F014,,,,1280,2961.94,2,0.05,4,0.95,True
A000324,D000216,Expedite_Shipment,,,F014,R0091,S046,F014,10000,406.84,5,0.05,6,0.95,True
A000325,D000217,Switch_Supplier,S010,C010,F015,,S010,F015,10000,26058.0,0,0.1074,17,0.8926,False
A000326,D000217,Use_Backup_Inventory,,C390,F015,R0807,W004,W005,10000,610.97,2,0.05,2,0.95,True
A000327,D000218,Reallocate_Inventory,,C073,F015,R0887,W015,W017,10000,293.68,8,0.05,3,0.95,True
A000328,D000219,Increase_Production,,,F015,,,,4725,6461.51,3,0.05,5,0.95,True
A000329,D000219,Reschedule_Production,,,F015,,,,3209,861.53,3,0.05,5,0.95,True
A000330,D000220,Expedite_Shipment,,,F015,R0072,S036,F015,10000,400.25,2,0.05,3,0.95,True
A000331,D000221,Switch_Supplier,S020,C020,F016,,S020,F016,10000,15853.0,0,0.0739,4,0.9261,False
A000332,D000221,Use_Backup_Inventory,,C266,F016,R0858,W029,W030,10000,1380.38,1,0.05,1,0.95,True
A000333,D000222,Reallocate_Inventory,,C425,F016,R0909,W008,W011,10000,693.01,1,0.05,3,0.95,True
A000334,D000223,Increase_Production,,,F016,,,,2440,82354.8,2,0.05,3,0.95,True
A000335,D000223,Reschedule_Production,,,F016,,,,6402,10980.64,2,0.05,3,0.95,True
A000336,D000224,Expedite_Shipment,,,F016,R0084,S042,F016,10000,34.65,4,0.05,5,0.95,True
A000337,D000225,Switch_Supplier,S024,C024,F017,,S024,F017,10000,24073.35,1,0.1204,7,0.8796,True
A000338,D000225,Use_Backup_Inventory,,C290,F017,R0841,W021,W022,2964,366.55,6,0.05,2,0.95,True
A000339,D000226,Reallocate_Inventory,,C213,F017,R0819,W010,W011,10000,272.75,11,0.05,1,0.95,True
A000340,D000227,Increase_Production,,,F017,,,,1638,8895.83,1,0.05,2,0.95,True
A000341,D000227,Reschedule_Production,,,F017,,,,5279,1186.11,1,0.05,2,0.95,True
A000342,D000228,Expedite_Shipment,,,F017,R0142,S071,F017,10000,389.5,3,0.05,3,0.95,True
A000343,D000229,Switch_Supplier,S007,C007,F018,,S007,F018,10000,9768.0,0,0.137,17,0.863,False
A000344,D000229,Use_Backup_Inventory,,C324,F018,R0856,W028,W029,5704,750.47,9,0.05,1,0.95,True
A000345,D000230,Reallocate_Inventory,,C309,F018,R0887,W015,W017,10000,265.5,6,0.05,3,0.95,True
A000346,D000231,Increase_Production,,,F018,,,,373,32225.24,1,0.05,3,0.95,False
A000347,D000231,Reschedule_Production,,,F018,,,,1631,4296.7,1,0.05,3,0.95,True
A000348,D000232,Expedite_Shipment,,,F018,R0157,S079,F018,10000,78.71,4,0.05,5,0.95,True
A000349,D000233,Switch_Supplier,S007,C007,F019,,S007,F019,10000,4643.5,0,0.137,17,0.863,False
A000350,D000233,Use_Backup_Inventory,,C357,F019,R0859,W030,W001,10000,119.9,8,0.05,1,0.95,True
A000351,D000234,Reallocate_Inventory,,C140,F019,R0839,W020,W021,10000,308.12,11,0.05,1,0.95,True
A000352,D000235,Increase_Production,,,F019,,,,720,44078.1,2,0.05,5,0.95,False
A000353,D000235,Reschedule_Production,,,F019,,,,1833,5877.08,2,0.05,5,0.95,True
A000354,D000236,Expedite_Shipment,,,F019,R0080,S040,F019,10000,326.69,5,0.05,5,0.95,True
A000355,D000237,Switch_Supplier,S037,C037,F020,,S037,F020,10000,114552.0,8,0.1628,5,0.8372,True
A000356,D000237,Use_Backup_Inventory,,C155,F020,R0809,W005,W006,10000,770.46,11,0.05,2,0.95,True
A000357,D000238,Reallocate_Inventory,,C439,F020,R0874,W019,W023,2287,274.6,4,0.05,1,0.95,True
A000358,D000239,Increase_Production,,,F020,,,,1152,1745.06,1,0.05,2,0.95,True
A000359,D000239,Reschedule_Production,,,F020,,,,1985,232.67,1,0.05,2,0.95,True
A000360,D000240,Expedite_Shipment,,,F020,R0078,S039,F020,10000,389.44,5,0.05,6,0.95,True
A000361,D000241,Switch_Supplier,S035,C035,F001,,S035,F001,10000,69340.2,0,0.3104,9,0.6896,False
A000362,D000241,Use_Backup_Inventory,,C030,F001,R0980,W005,W001,3441,1110.25,3,0.05,1,0.95,False
A000363,D000242,Reallocate_Inventory,,C092,F001,R0809,W005,W006,4831,495.93,8,0.05,2,0.95,True
A000364,D000243,Increase_Production,,,F001,,,,564,20865.24,2,0.05,3,0.95,True
A000365,D000243,Reschedule_Production,,,F001,,,,973,2782.03,2,0.05,3,0.95,True
A000366,D000244,Expedite_Shipment,,,F001,R0183,S092,F001,10000,402.65,5,0.05,6,0.95,True
A000367,D000245,Switch_Supplier,S020,C020,F002,,S020,F002,10000,9951.1,6,0.0739,4,0.9261,True
A000368,D000245,Use_Backup_Inventory,,C266,F002,R0858,W029,W030,10000,911.63,9,0.05,1,0.95,True
A000369,D000246,Reallocate_Inventory,,C389,F002,R0808,W004,W005,10000,341.32,9,0.05,1,0.95,True
A000370,D000247,Increase_Production,,,F002,,,,2000,15498.62,5,0.05,8,0.95,True
A000371,D000247,Reschedule_Production,,,F002,,,,1953,2066.48,5,0.05,8,0.95,True
A000372,D000248,Expedite_Shipment,,,F002,R0063,S032,F002,10000,42.07,5,0.05,5,0.95,True
A000373,D000249,Switch_Supplier,S016,C016,F003,,S016,F003,10000,7323.75,0,0.3293,23,0.6707,False
A000374,D000249,Use_Backup_Inventory,,C031,F003,R0806,W003,W004,10000,831.26,5,0.05,1,0.95,True
A000375,D000250,Reallocate_Inventory,,C351,F003,R0841,W021,W022,10000,89.79,8,0.05,2,0.95,True
A000376,D000251,Increase_Production,,,F003,,,,2822,323034.36,4,0.05,8,0.95,False
A000377,D000251,Reschedule_Production,,,F003,,,,5361,43071.25,4,0.05,8,0.95,True
A000378,D000252,Expedite_Shipment,,,F003,R0029,S015,F003,10000,177.53,5,0.05,6,0.95,True
A000379,D000253,Switch_Supplier,S029,C029,F004,,S029,F004,10000,30096.8,0,0.1237,17,0.8763,False
A000380,D000253,Use_Backup_Inventory,,C320,F004,R0981,W020,W028,10000,551.86,1,0.05,4,0.95,True
A000381,D000254,Reallocate_Inventory,,C320,F004,R0846,W023,W024,10000,3571.14,5,0.05,1,0.95,True
A000382,D000255,Increase_Production,,,F004,,,,1339,50040.54,0,0.05,2,0.95,False
A000383,D000255,Reschedule_Production,,,F004,,,,5504,6672.07,0,0.05,2,0.95,False
A000384,D000256,Expedite_Shipment,,,F004,R0040,S020,F004,10000,310.33,2,0.05,3,0.95,True
A000385,D000257,Switch_Supplier,S004,C004,F005,,S004,F005,10000,1710.8,0,0.0608,27,0.9392,False
A000386,D000257,Use_Backup_Inventory,,C210,F005,R0867,W003,W002,10000,192.95,9,0.05,3,0.95,True
A000387,D000258,Reallocate_Inventory,,C122,F005,R0817,W009,W010,10000,680.94,0,0.05,4,0.95,False
A000388,D000259,Increase_Production,,,F005,,,,1596,11262.24,1,0.05,3,0.95,True
A000389,D000259,Reschedule_Production,,,F005,,,,7252,1501.63,1,0.05,3,0.95,True
A000390,D000260,Expedite_Shipment,,,F005,R0139,S070,F005,10000,251.37,6,0.05,7,0.95,True
A000391,D000261,Switch_Supplier,S009,C009,F006,,S009,F006,10000,11794.4,0,0.1422,24,0.8578,False
A000392,D000261,Use_Backup_Inventory,,C291,F006,R0852,W026,W027,10000,1852.48,13,0.05,1,0.95,True
A000393,D000262,Reallocate_Inventory,,C293,F006,R0845,W023,W024,8068,822.76,10,0.05,4,0.95,True
A000394,D000263,Increase_Production,,,F006,,,,997,277986.08,5,0.05,8,0.95,False
A000395,D000263,Reschedule_Production,,,F006,,,,1550,37064.81,5,0.05,8,0.95,False
A000396,D000264,Expedite_Shipment,,,F006,R0003,S002,F006,10000,99.8,4,0.05,4,0.95,True
A000397,D000265,Switch_Supplier,S016,C016,F007,,S016,F007,10000,3735.5,0,0.3293,23,0.6707,False
A000398,D000265,Use_Backup_Inventory,,C308,F007,R0816,W008,W009,6070,175.8,11,0.05,1,0.95,True
A000399,D000266,Reallocate_Inventory,,C408,F007,R0848,W024,W025,10000,245.86,6,0.05,1,0.95,True
A000400,D000267,Increase_Production,,,F007,,,,3108,24349.35,2,0.05,3,0.95,True
A000401,D000267,Reschedule_Production,,,F007,,,,3061,3246.58,2,0.05,3,0.95,True
A000402,D000268,Expedite_Shipment,,,F007,R0167,S084,F007,10000,188.02,3,0.05,4,0.95,True
A000403,D000269,Switch_Supplier,S033,C033,F008,,S033,F008,10000,62416.2,0,0.0629,25,0.9371,False
A000404,D000269,Use_Backup_Inventory,,C278,F008,R0821,W011,W012,7958,659.05,3,0.05,2,0.95,True
A000405,D000270,Reallocate_Inventory,,C097,F008,R0818,W009,W010,10000,1214.27,12,0.05,1,0.95,True
A000406,D000271,Increase_Production,,,F008,,,,1764,3324.72,2,0.05,3,0.95,True
A000407,D000271,Reschedule_Production,,,F008,,,,4153,443.3,2,0.05,3,0.95,True
A000408,D000272,Expedite_Shipment,,,F008,R0191,S096,F008,10000,96.18,1,0.05,1,0.95,True
A000409,D000273,Switch_Supplier,S044,C044,F009,,S044,F009,10000,3561.25,0,0.1033,25,0.8967,False
A000410,D000273,Use_Backup_Inventory,,C037,F009,R0910,W008,W011,10000,184.5,4,0.05,1,0.95,True
A000411,D000274,Reallocate_Inventory,,C202,F009,R0843,W022,W023,4253,251.88,8,0.05,3,0.95,True
A000412,D000275,Increase_Production,,,F009,,,,2040,20545.92,4,0.05,6,0.95,True
A000413,D000275,Reschedule_Production,,,F009,,,,1429,2739.46,4,0.05,6,0.95,True
A000414,D000276,Expedite_Shipment,,,F009,R0062,S031,F009,10000,318.56,4,0.05,4,0.95,True
A000415,D000277,Switch_Supplier,S049,C049,F010,,S049,F010,10000,51121.2,0,0.0302,16,0.9698,False
A000416,D000277,Use_Backup_Inventory,,C105,F010,R0837,W019,W020,10000,672.54,8,0.05,4,0.95,True
A000417,D000278,Reallocate_Inventory,,C176,F010,R0855,W028,W029,10000,435.7,3,0.05,2,0.95,True
A000418,D000279,Increase_Production,,,F010,,,,576,737.33,5,0.05,8,0.95,True
A000419,D000279,Reschedule_Production,,,F010,,,,545,98.31,5,0.05,8,0.95,True
A000420,D000280,Expedite_Shipment,,,F010,R0152,S076,F010,10000,60.29,2,0.05,3,0.95,True
A000421,D000281,Switch_Supplier,S002,C002,F011,,S002,F011,10000,3532.2,0,0.0535,18,0.9465,False
A000422,D000281,Use_Backup_Inventory,,C245,F011,R0813,W007,W008,10000,668.14,2,0.05,4,0.95,True
A000423,D000282,Reallocate_Inventory,,C296,F011,R0867,W003,W002,10000,331.09,9,0.05,3,0.95,True
A000424,D000283,Increase_Production,,,F011,,,,2070,9797.55,3,0.05,5,0.95,True
A000425,D000283,Reschedule_Production,,,F011,,,,1636,1306.34,3,0.05,5,0.95,True
A000426,D000284,Expedite_Shipment,,,F011,R0044,S022,F011,10000,310.87,7,0.05,7,0.95,True
A000427,D000285,Switch_Supplier,S023,C023,F012,,S023,F012,10000,19936.1,3,0.2929,10,0.7071,True
A000428,D000285,Use_Backup_Inventory,,C050,F012,R0847,W024,W025,2475,238.24,11,0.05,2,0.95,True
A000429,D000286,Reallocate_Inventory,,C092,F012,R0818,W009,W010,4651,728.07,9,0.05,1,0.95,True
A000430,D000287,Increase_Production,,,F012,,,,4448,47772.23,2,0.05,4,0.95,True
A000431,D000287,Reschedule_Production,,,F012,,,,6649,6369.63,2,0.05,4,0.95,True
A000432,D000288,Expedite_Shipment,,,F012,R0027,S014,F012,10000,466.58,6,0.05,6,0.95,True
A000433,D000289,Switch_Supplier,S022,C022,F013,,S022,F013,10000,16542.35,0,0.2281,16,0.7719,False
A000434,D000289,Use_Backup_Inventory,,C469,F013,R0842,W021,W022,10000,680.08,12,0.05,1,0.95,True
A000435,D000290,Reallocate_Inventory,,C437,F013,R0834,W017,W018,4572,4355.09,7,0.05,1,0.95,False
A000436,D000291,Increase_Production,,,F013,,,,740,93418.71,2,0.05,5,0.95,False
A000437,D000291,Reschedule_Production,,,F013,,,,663,12455.83,2,0.05,5,0.95,False
A000438,D000292,Expedite_Shipment,,,F013,R0151,S076,F013,10000,237.18,5,0.05,6,0.95,True
A000439,D000293,Switch_Supplier,S045,C045,F014,,S045,F014,10000,11460.8,0,0.1807,5,0.8193,False
A000440,D000293,Use_Backup_Inventory,,C127,F014,R0920,W013,W009,6391,108.66,3,0.05,1,0.95,True
A000441,D000294,Reallocate_Inventory,,C423,F014,R0910,W008,W011,2815,738.35,8,0.05,1,0.95,True
A000442,D000295,Increase_Production,,,F014,,,,1291,84009.02,2,0.05,3,0.95,False
A000443,D000295,Reschedule_Production,,,F014,,,,1280,11201.2,2,0.05,3,0.95,False
A000444,D000296,Expedite_Shipment,,,F014,R0046,S023,F014,10000,429.9,5,0.05,6,0.95,True
A000445,D000297,Switch_Supplier,S002,C002,F015,,S002,F015,10000,1187.55,0,0.0535,18,0.9465,False
A000446,D000297,Use_Backup_Inventory,,C280,F015,R0820,W010,W011,10000,144.33,3,0.05,1,0.95,True
A000447,D000298,Reallocate_Inventory,,C073,F015,R0838,W019,W020,10000,738.69,13,0.05,1,0.95,True
A000448,D000299,Increase_Production,,,F015,,,,4725,31339.86,3,0.05,5,0.95,True
A000449,D000299,Reschedule_Production,,,F015,,,,3209,4178.65,3,0.05,5,0.95,True
A000450,D000300,Expedite_Shipment,,,F015,R0097,S049,F015,10000,356.82,3,0.05,3,0.95,True
A000451,D000301,Switch_Supplier,S015,C015,F016,,S015,F016,10000,9103.1,0,0.1943,15,0.8057,False
A000452,D000301,Use_Backup_Inventory,,C042,F016,R0829,W015,W016,5379,171.24,11,0.05,2,0.95,True
A000453,D000302,Reallocate_Inventory,,C312,F016,R0835,W018,W019,10000,86.29,10,0.05,2,0.95,True
A000454,D000303,Increase_Production,,,F016,,,,2440,216938.7,2,0.05,3,0.95,False
A000455,D000303,Reschedule_Production,,,F016,,,,6402,28925.16,2,0.05,3,0.95,True
A000456,D000304,Expedite_Shipment,,,F016,R0002,S001,F016,10000,127.07,2,0.05,2,0.95,True
A000457,D000305,Switch_Supplier,S033,C033,F017,,S033,F017,10000,62462.4,0,0.0629,25,0.9371,False
A000458,D000305,Use_Backup_Inventory,,C251,F017,R0836,W018,W019,10000,1127.55,2,0.05,1,0.95,True
A000459,D000306,Reallocate_Inventory,,C018,F017,R0839,W020,W021,6904,387.22,4,0.05,1,0.95,True
A000460,D000307,Increase_Production,,,F017,,,,1638,8451.75,2,0.05,4,0.95,True
A000461,D000307,Reschedule_Production,,,F017,,,,5279,1126.9,2,0.05,4,0.95,True
A000462,D000308,Expedite_Shipment,,,F017,R0118,S059,F017,10000,159.74,3,0.05,4,0.95,True
A000463,D000309,Switch_Supplier,S002,C002,F018,,S002,F018,10000,4341.3,0,0.0535,18,0.9465,False
A000464,D000309,Use_Backup_Inventory,,C485,F018,R0946,W011,W005,8454,793.81,11,0.05,1,0.95,True
A000465,D000310,Reallocate_Inventory,,C093,F018,R0816,W008,W009,10000,610.93,8,0.05,1,0.95,True
A000466,D000311,Increase_Production,,,F018,,,,373,12265.26,5,0.05,8,0.95,True
A000467,D000311,Reschedule_Production,,,F018,,,,1631,1635.37,5,0.05,8,0.95,True
A000468,D000312,Expedite_Shipment,,,F018,R0186,S093,F018,10000,122.88,5,0.05,5,0.95,True
A000469,D000313,Switch_Supplier,S020,C020,F019,,S020,F019,10000,41265.55,2,0.0739,4,0.9261,True
A000470,D000313,Use_Backup_Inventory,,C087,F019,R0853,W027,W028,6129,1128.46,2,0.05,4,0.95,True
A000471,D000314,Reallocate_Inventory,,C064,F019,R0821,W011,W012,7162,522.95,12,0.05,2,0.95,True
A000472,D000315,Increase_Production,,,F019,,,,720,67784.97,5,0.05,8,0.95,False
A000473,D000315,Reschedule_Production,,,F019,,,,1833,9038.0,5,0.05,8,0.95,True
A000474,D000316,Expedite_Shipment,,,F019,R0153,S077,F019,10000,169.56,5,0.05,6,0.95,True
A000475,D000317,Switch_Supplier,S076,C076,F020,,S076,F020,10000,87379.25,8,0.1525,5,0.8475,True
A000476,D000317,Use_Backup_Inventory,,C294,F020,R0965,W025,W030,10000,1020.54,11,0.05,2,0.95,True
A000477,D000318,Reallocate_Inventory,,C481,F020,R0808,W004,W005,10000,621.31,11,0.05,1,0.95,True
A000478,D000319,Increase_Production,,,F020,,,,1152,72621.14,3,0.05,6,0.95,False
A000479,D000319,Reschedule_Production,,,F020,,,,1985,9682.82,3,0.05,6,0.95,True
A000480,D000320,Expedite_Shipment,,,F020,R0078,S039,F020,10000,166.8,2,0.05,3,0.95,True
A000481,D000321,Switch_Supplier,S005,C005,F001,,S005,F001,10000,761.6,0,0.219,3,0.781,False
A000482,D000321,Use_Backup_Inventory,,C216,F001,R0941,W014,W006,10000,91.35,0,0.05,2,0.95,False
A000483,D000322,Reallocate_Inventory,,C326,F001,R0859,W030,W001,7020,43.26,6,0.05,1,0.95,True
A000484,D000323,Increase_Production,,,F001,,,,564,53226.48,1,0.05,3,0.95,False
A000485,D000323,Reschedule_Production,,,F001,,,,973,7096.86,1,0.05,3,0.95,True
A000486,D000324,Expedite_Shipment,,,F001,R0032,S016,F001,10000,123.21,4,0.05,4,0.95,True
A000487,D000325,Switch_Supplier,S016,C016,F002,,S016,F002,10000,813.75,0,0.3293,23,0.6707,False
A000488,D000325,Use_Backup_Inventory,,C279,F002,R0822,W011,W012,9135,106.47,8,0.05,1,0.95,True
A000489,D000326,Reallocate_Inventory,,C232,F002,R0960,W025,W024,10000,744.62,2,0.05,1,0.95,True
A000490,D000327,Increase_Production,,,F002,,,,2000,4471.01,1,0.05,3,0.95,True
A000491,D000327,Reschedule_Production,,,F002,,,,1953,596.13,1,0.05,3,0.95,True
A000492,D000328,Expedite_Shipment,,,F002,R0001,S001,F002,10000,410.83,6,0.05,6,0.95,True
A000493,D000329,Switch_Supplier,S002,C002,F003,,S002,F003,10000,9887.55,0,0.0535,18,0.9465,False
A000494,D000329,Use_Backup_Inventory,,C482,F003,R0808,W004,W005,7024,1794.34,12,0.05,1,0.95,True
A000495,D000330,Reallocate_Inventory,,C031,F003,R0816,W008,W009,10000,425.85,8,0.05,1,0.95,True
A000496,D000331,Increase_Production,,,F003,,,,2822,82325.1,2,0.05,5,0.95,True
A000497,D000331,Reschedule_Production,,,F003,,,,5361,10976.68,2,0.05,5,0.95,True
A000498,D000332,Expedite_Shipment,,,F003,R0134,S067,F003,10000,369.43,4,0.05,5,0.95,True
A000499,D000333,Switch_Supplier,S002,C002,F004,,S002,F004,10000,965.7,0,0.0535,18,0.9465,False
A000500,D000333,Use_Backup_Inventory,,C450,F004,R0868,W003,W002,10000,422.76,1,0.05,1,0.95,True
A000501,D000334,Reallocate_Inventory,,C450,F004,R0806,W003,W004,10000,1194.62,4,0.05,1,0.95,True
