inventory_id,warehouse_id,component_id,product_id,quantity_on_hand,reserved_quantity,available_quantity,safety_stock,reorder_point,maximum_stock,holding_cost_per_unit,stockout_cost_per_unit,inventory_age_days,last_updated_date
I000297,W011,C033,,18087,1808,16279,4400,8800,36174,0.0031,0.77,106,2027-01-01
I000298,W004,C034,,25512,2551,22961,6200,12400,51024,0.0032,0.79,95,2027-01-01
I000299,W005,C034,,25060,2506,22554,6200,12400,50120,0.0032,0.79,13,2027-01-01
I000300,W006,C034,,25713,2571,23142,6200,12400,51426,0.0032,0.79,19,2027-01-01
I000301,W007,C034,,25390,2539,22851,6200,12400,50780,0.0032,0.79,28,2027-01-01
I000302,W008,C034,,25708,2570,23138,6200,12400,51416,0.0032,0.79,119,2027-01-01
I000303,W009,C034,,25709,2570,23139,6200,12400,51418,0.0032,0.79,17,2027-01-01
I000304,W010,C034,,25090,2509,22581,6200,12400,50180,0.0032,0.79,92,2027-01-01
I000305,W011,C034,,25347,2534,22813,6200,12400,50694,0.0032,0.79,57,2027-01-01
I000306,W012,C034,,25162,2516,22646,6200,12400,50324,0.0032,0.79,54,2027-01-01
I000307,W005,C035,,10309,1030,9279,2400,4800,20618,0.0033,0.82,87,2027-01-01
I000308,W006,C035,,10012,1001,9011,2400,4800,20024,0.0033,0.82,70,2027-01-01
I000309,W007,C035,,10037,1003,9034,2400,4800,20074,0.0033,0.82,4,2027-01-01
I000310,W008,C035,,10508,1050,9458,2400,4800,21016,0.0033,0.82,43,2027-01-01
I000311,W009,C035,,9909,990,8919,2400,4800,19818,0.0033,0.82,2,2027-01-01
I000312,W010,C035,,10502,1050,9452,2400,4800,21004,0.0033,0.82,53,2027-01-01
I000313,W011,C035,,9969,996,8973,2400,4800,19938,0.0033,0.82,54,2027-01-01
I000314,W012,C035,,10282,1028,9254,2400,4800,20564,0.0033,0.82,81,2027-01-01
I000315,W013,C035,,10359,1035,9324,2400,4800,20718,0.0033,0.82,87,2027-01-01
I000316,W006,C036,,22798,2279,20519,5500,11000,45596,0.0034,0.84,110,2027-01-01
I000317,W007,C036,,22543,2254,20289,5500,11000,45086,0.0034,0.84,87,2027-01-01
I000318,W008,C036,,22484,2248,20236,5500,11000,44968,0.0034,0.84,10,2027-01-01
I000319,W009,C036,,22230,2223,20007,5500,11000,44460,0.0034,0.84,21,2027-01-01
I000320,W010,C036,,22627,2262,20365,5500,11000,45254,0.0034,0.84,85,2027-01-01
I000321,W011,C036,,22251,2225,20026,5500,11000,44502,0.0034,0.84,104,2027-01-01
I000322,W012,C036,,22607,2260,20347,5500,11000,45214,0.0034,0.84,41,2027-01-01
I000323,W013,C036,,22607,2260,20347,5500,11000,45214,0.0034,0.84,90,2027-01-01
I000324,W014,C036,,22767,2276,20491,5500,11000,45534,0.0034,0.84,119,2027-01-01
I000325,W007,C037,,16525,1652,14873,4000,8000,33050,0.0034,0.86,115,2027-01-01
I000326,W008,C037,,16114,1611,14503,4000,8000,32228,0.0034,0.86,51,2027-01-01
I000327,W009,C037,,16764,1676,15088,4000,8000,33528,0.0034,0.86,44,2027-01-01
I000328,W010,C037,,16400,1640,14760,4000,8000,32800,0.0034,0.86,56,2027-01-01
I000329,W011,C037,,16293,1629,14664,4000,8000,32586,0.0034,0.86,41,2027-01-01
I000330,W012,C037,,16749,1674,15075,4000,8000,33498,0.0034,0.86,87,2027-01-01
I000331,W013,C037,,16285,1628,14657,4000,8000,32570,0.0034,0.86,37,2027-01-01
I000332,W014,C037,,16523,1652,14871,4000,8000,33046,0.0034,0.86,34,2027-01-01
I000333,W015,C037,,16558,1655,14903,4000,8000,33116,0.0034,0.86,85,2027-01-01
I000334,W008,C038,,10225,1022,9203,2500,5000,20450,0.0035,0.88,108,2027-01-01
I000335,W009,C038,,10358,1035,9323,2500,5000,20716,0.0035,0.88,58,2027-01-01
I000336,W010,C038,,10518,1051,9467,2500,5000,21036,0.0035,0.88,60,2027-01-01
I000337,W011,C038,,10823,1082,9741,2500,5000,21646,0.0035,0.88,85,2027-01-01
I000338,W012,C038,,10577,1057,9520,2500,5000,21154,0.0035,0.88,35,2027-01-01
I000339,W013,C038,,10440,1044,9396,2500,5000,20880,0.0035,0.88,32,2027-01-01
I000340,W014,C038,,10493,1049,9444,2500,5000,20986,0.0035,0.88,104,2027-01-01
I000341,W015,C038,,10590,1059,9531,2500,5000,21180,0.0035,0.88,16,2027-01-01
I000342,W016,C038,,10238,1023,9215,2500,5000,20476,0.0035,0.88,88,2027-01-01
I000343,W009,C039,,28313,2831,25482,6900,13800,56626,0.0036,0.91,89,2027-01-01
I000344,W010,C039,,28585,2858,25727,6900,13800,57170,0.0036,0.91,2,2027-01-01
I000345,W011,C039,,28373,2837,25536,6900,13800,56746,0.0036,0.91,21,2027-01-01
I000346,W012,C039,,27749,2774,24975,6900,13800,55498,0.0036,0.91,8,2027-01-01
I000347,W013,C039,,28247,2824,25423,6900,13800,56494,0.0036,0.91,78,2027-01-01
I000348,W014,C039,,27778,2777,25001,6900,13800,55556,0.0036,0.91,5,2027-01-01
I000349,W015,C039,,28004,2800,25204,6900,13800,56008,0.0036,0.91,20,2027-01-01
I000350,W016,C039,,28438,2843,25595,6900,13800,56876,0.0036,0.91,85,2027-01-01
I000351,W017,C039,,28125,2812,25313,6900,13800,56250,0.0036,0.91,105,2027-01-01
I000352,W010,C040,,27279,2727,24552,6600,13200,54558,0.0037,0.93,66,2027-01-01
I000353,W011,C040,,26952,2695,24257,6600,13200,53904,0.0037,0.93,47,2027-01-01
I000354,W012,C040,,26602,2660,23942,6600,13200,53204,0.0037,0.93,29,2027-01-01
I000355,W013,C040,,26949,2694,24255,6600,13200,53898,0.0037,0.93,43,2027-01-01
I000356,W014,C040,,26620,2662,23958,6600,13200,53240,0.0037,0.93,59,2027-01-01
I000357,W015,C040,,26602,2660,23942,6600,13200,53204,0.0037,0.93,107,2027-01-01
I000358,W016,C040,,26525,2652,23873,6600,13200,53050,0.0037,0.93,105,2027-01-01
I000359,W017,C040,,27384,2738,24646,6600,13200,54768,0.0037,0.93,65,2027-01-01
I000360,W018,C040,,27319,2731,24588,6600,13200,54638,0.0037,0.93,94,2027-01-01
I000361,W011,C041,,22940,2294,20646,5600,11200,45880,0.0038,0.95,28,2027-01-01
I000362,W012,C041,,23205,2320,20885,5600,11200,46410,0.0038,0.95,28,2027-01-01
I000363,W013,C041,,22825,2282,20543,5600,11200,45650,0.0038,0.95,55,2027-01-01
I000364,W014,C041,,22515,2251,20264,5600,11200,45030,0.0038,0.95,35,2027-01-01
I000365,W015,C041,,23135,2313,20822,5600,11200,46270,0.0038,0.95,34,2027-01-01
I000366,W016,C041,,23122,2312,20810,5600,11200,46244,0.0038,0.95,37,2027-01-01
I000367,W017,C041,,22880,2288,20592,5600,11200,45760,0.0038,0.95,89,2027-01-01
I000368,W018,C041,,23040,2304,20736,5600,11200,46080,0.0038,0.95,49,2027-01-01
I000369,W019,C041,,23047,2304,20743,5600,11200,46094,0.0038,0.95,25,2027-01-01
I000370,W012,C042,,7781,778,7003,1900,3800,15562,0.0039,0.97,120,2027-01-01
I000371,W013,C042,,8426,842,7584,1900,3800,16852,0.0039,0.97,94,2027-01-01
I000372,W014,C042,,8387,838,7549,1900,3800,16774,0.0039,0.97,52,2027-01-01
I000373,W015,C042,,8087,808,7279,1900,3800,16174,0.0039,0.97,14,2027-01-01
I000374,W016,C042,,8010,801,7209,1900,3800,16020,0.0039,0.97,70,2027-01-01
I000375,W017,C042,,7848,784,7064,1900,3800,15696,0.0039,0.97,3,2027-01-01
I000376,W018,C042,,8269,826,7443,1900,3800,16538,0.0039,0.97,96,2027-01-01
I000377,W019,C042,,8521,852,7669,1900,3800,17042,0.0039,0.97,5,2027-01-01
I000378,W020,C042,,7891,789,7102,1900,3800,15782,0.0039,0.97,46,2027-01-01
I000379,W013,C043,,18208,1820,16388,4500,9000,36416,0.004,1.0,76,2027-01-01
I000380,W014,C043,,18933,1893,17040,4500,9000,37866,0.004,1.0,83,2027-01-01
I000381,W015,C043,,18794,1879,16915,4500,9000,37588,0.004,1.0,50,2027-01-01
I000382,W016,C043,,18452,1845,16607,4500,9000,36904,0.004,1.0,2,2027-01-01
I000383,W017,C043,,18671,1867,16804,4500,9000,37342,0.004,1.0,34,2027-01-01
I000384,W018,C043,,18902,1890,17012,4500,9000,37804,0.004,1.0,6,2027-01-01
I000385,W019,C043,,18177,1817,16360,4500,9000,36354,0.004,1.0,78,2027-01-01
I000386,W020,C043,,18641,1864,16777,4500,9000,37282,0.004,1.0,13,2027-01-01
I000387,W021,C043,,18808,1880,16928,4500,9000,37616,0.004,1.0,34,2027-01-01
I000388,W014,C044,,11061,1106,9955,2600,5200,22122,0.0041,1.02,89,2027-01-01
I000389,W015,C044,,11354,1135,10219,2600,5200,22708,0.0041,1.02,117,2027-01-01
I000390,W016,C044,,11374,1137,10237,2600,5200,22748,0.0041,1.02,46,2027-01-01
I000391,W017,C044,,10686,1068,9618,2600,5200,21372,0.0041,1.02,36,2027-01-01
I000392,W018,C044,,11244,1124,10120,2600,5200,22488,0.0041,1.02,72,2027-01-01
I000393,W019,C044,,11118,1111,10007,2600,5200,22236,0.0041,1.02,16,2027-01-01
I000394,W020,C044,,11055,1105,9950,2600,5200,22110,0.0041,1.02,101,2027-01-01
I000395,W021,C044,,11009,1100,9909,2600,5200,22018,0.0041,1.02,76,2027-01-01
I000396,W022,C044,,10575,1057,9518,2600,5200,21150,0.0041,1.02,91,2027-01-01
I000397,W015,C045,,12954,1295,11659,3200,6400,25908,0.0042,1.04,87,2027-01-01
I000398,W016,C045,,13278,1327,11951,3200,6400,26556,0.0042,1.04,71,2027-01-01
I000399,W017,C045,,13415,1341,12074,3200,6400,26830,0.0042,1.04,105,2027-01-01
I000400,W018,C045,,13510,1351,12159,3200,6400,27020,0.0042,1.04,114,2027-01-01
I000401,W019,C045,,13728,1372,12356,3200,6400,27456,0.0042,1.04,67,2027-01-01
I000402,W020,C045,,13539,1353,12186,3200,6400,27078,0.0042,1.04,117,2027-01-01
I000403,W021,C045,,13220,1322,11898,3200,6400,26440,0.0042,1.04,88,2027-01-01
I000404,W022,C045,,12903,1290,11613,3200,6400,25806,0.0042,1.04,12,2027-01-01
I000405,W023,C045,,13692,1369,12323,3200,6400,27384,0.0042,1.04,115,2027-01-01
I000406,W016,C046,,5166,516,4650,1100,2200,10332,0.0043,1.06,105,2027-01-01
I000407,W017,C046,,4603,460,4143,1100,2200,9206,0.0043,1.06,82,2027-01-01
I000408,W018,C046,,4758,475,4283,1100,2200,9516,0.0043,1.06,1,2027-01-01
I000409,W019,C046,,4617,461,4156,1100,2200,9234,0.0043,1.06,81,2027-01-01
I000410,W020,C046,,5117,511,4606,1100,2200,10234,0.0043,1.06,40,2027-01-01
I000411,W021,C046,,4515,451,4064,1100,2200,9030,0.0043,1.06,87,2027-01-01
I000412,W022,C046,,5063,506,4557,1100,2200,10126,0.0043,1.06,86,2027-01-01
I000413,W023,C046,,4514,451,4063,1100,2200,9028,0.0043,1.06,105,2027-01-01
I000414,W024,C046,,5058,505,4553,1100,2200,10116,0.0043,1.06,9,2027-01-01
I000415,W017,C047,,15645,1564,14081,3700,7400,31290,0.0043,1.09,107,2027-01-01
I000416,W018,C047,,15455,1545,13910,3700,7400,30910,0.0043,1.09,69,2027-01-01
I000417,W019,C047,,15723,1572,14151,3700,7400,31446,0.0043,1.09,101,2027-01-01
I000418,W020,C047,,15257,1525,13732,3700,7400,30514,0.0043,1.09,14,2027-01-01
I000419,W021,C047,,15394,1539,13855,3700,7400,30788,0.0043,1.09,85,2027-01-01
I000420,W022,C047,,15008,1500,13508,3700,7400,30016,0.0043,1.09,9,2027-01-01
I000421,W023,C047,,15311,1531,13780,3700,7400,30622,0.0043,1.09,24,2027-01-01
I000422,W024,C047,,15235,1523,13712,3700,7400,30470,0.0043,1.09,36,2027-01-01
I000423,W025,C047,,15502,1550,13952,3700,7400,31004,0.0043,1.09,28,2027-01-01
I000424,W018,C048,,20111,2011,18100,4900,9800,40222,0.0044,1.11,96,2027-01-01
I000425,W019,C048,,19705,1970,17735,4900,9800,39410,0.0044,1.11,5,2027-01-01
I000426,W020,C048,,19986,1998,17988,4900,9800,39972,0.0044,1.11,6,2027-01-01
I000427,W021,C048,,19776,1977,17799,4900,9800,39552,0.0044,1.11,109,2027-01-01
I000428,W022,C048,,20178,2017,18161,4900,9800,40356,0.0044,1.11,82,2027-01-01
I000429,W023,C048,,19748,1974,17774,4900,9800,39496,0.0044,1.11,97,2027-01-01
I000430,W024,C048,,19758,1975,17783,4900,9800,39516,0.0044,1.11,1,2027-01-01
I000431,W025,C048,,20370,2037,18333,4900,9800,40740,0.0044,1.11,104,2027-01-01
I000432,W026,C048,,20485,2048,18437,4900,9800,40970,0.0044,1.11,84,2027-01-01
I000433,W019,C049,,16459,1645,14814,4000,8000,32918,0.0045,1.13,96,2027-01-01
I000434,W020,C049,,16742,1674,15068,4000,8000,33484,0.0045,1.13,115,2027-01-01
I000435,W021,C049,,16454,1645,14809,4000,8000,32908,0.0045,1.13,19,2027-01-01
I000436,W022,C049,,16378,1637,14741,4000,8000,32756,0.0045,1.13,64,2027-01-01
I000437,W023,C049,,16712,1671,15041,4000,8000,33424,0.0045,1.13,36,2027-01-01
I000438,W024,C049,,16661,1666,14995,4000,8000,33322,0.0045,1.13,44,2027-01-01
I000439,W025,C049,,16689,1668,15021,4000,8000,33378,0.0045,1.13,105,2027-01-01
I000440,W026,C049,,16521,1652,14869,4000,8000,33042,0.0045,1.13,41,2027-01-01
I000441,W027,C049,,16394,1639,14755,4000,8000,32788,0.0045,1.13,47,2027-01-01
I000442,W020,C050,,3452,345,3107,800,1600,6904,0.0046,1.15,88,2027-01-01
I000443,W021,C050,,4174,417,3757,800,1600,8348,0.0046,1.15,13,2027-01-01
I000444,W022,C050,,3457,345,3112,800,1600,6914,0.0046,1.15,36,2027-01-01
I000445,W023,C050,,3730,373,3357,800,1600,7460,0.0046,1.15,1,2027-01-01
I000446,W024,C050,,3638,363,3275,800,1600,7276,0.0046,1.15,48,2027-01-01
I000447,W025,C050,,3673,367,3306,800,1600,7346,0.0046,1.15,117,2027-01-01
I000448,W026,C050,,3681,368,3313,800,1600,7362,0.0046,1.15,64,2027-01-01
I000449,W027,C050,,3660,366,3294,800,1600,7320,0.0046,1.15,86,2027-01-01
I000450,W028,C050,,3476,347,3129,800,1600,6952,0.0046,1.15,63,2027-01-01
I000451,W021,C051,,28364,2836,25528,6900,13800,56728,0.0002,0.05,52,2027-01-01
I000452,W022,C051,,28123,2812,25311,6900,13800,56246,0.0002,0.05,12,2027-01-01
I000453,W023,C051,,27989,2798,25191,6900,13800,55978,0.0002,0.05,18,2027-01-01
I000454,W024,C051,,28544,2854,25690,6900,13800,57088,0.0002,0.05,108,2027-01-01
I000455,W025,C051,,28315,2831,25484,6900,13800,56630,0.0002,0.05,7,2027-01-01
I000456,W026,C051,,28271,2827,25444,6900,13800,56542,0.0002,0.05,109,2027-01-01
I000457,W027,C051,,28231,2823,25408,6900,13800,56462,0.0002,0.05,82,2027-01-01
I000458,W028,C051,,27833,2783,25050,6900,13800,55666,0.0002,0.05,90,2027-01-01
I000459,W029,C051,,28195,2819,25376,6900,13800,56390,0.0002,0.05,46,2027-01-01
I000460,W022,C052,,19720,1972,17748,4900,9800,39440,0.0003,0.07,30,2027-01-01
I000461,W023,C052,,19891,1989,17902,4900,9800,39782,0.0003,0.07,26,2027-01-01
I000462,W024,C052,,19947,1994,17953,4900,9800,39894,0.0003,0.07,58,2027-01-01
I000463,W025,C052,,20535,2053,18482,4900,9800,41070,0.0003,0.07,112,2027-01-01
I000464,W026,C052,,20244,2024,18220,4900,9800,40488,0.0003,0.07,113,2027-01-01
I000465,W027,C052,,19909,1990,17919,4900,9800,39818,0.0003,0.07,104,2027-01-01
I000466,W028,C052,,19913,1991,17922,4900,9800,39826,0.0003,0.07,92,2027-01-01
I000467,W029,C052,,19771,1977,17794,4900,9800,39542,0.0003,0.07,18,2027-01-01
I000468,W030,C052,,19720,1972,17748,4900,9800,39440,0.0003,0.07,31,2027-01-01
I000469,W023,C053,,25227,2522,22705,6100,12200,50454,0.0004,0.1,38,2027-01-01
I000470,W024,C053,,25366,2536,22830,6100,12200,50732,0.0004,0.1,54,2027-01-01
I000471,W025,C053,,25348,2534,22814,6100,12200,50696,0.0004,0.1,43,2027-01-01
I000472,W026,C053,,24771,2477,22294,6100,12200,49542,0.0004,0.1,19,2027-01-01
I000473,W027,C053,,24636,2463,22173,6100,12200,49272,0.0004,0.1,108,2027-01-01
I000474,W028,C053,,25158,2515,22643,6100,12200,50316,0.0004,0.1,61,2027-01-01
I000475,W029,C053,,24758,2475,22283,6100,12200,49516,0.0004,0.1,93,2027-01-01
I000476,W030,C053,,25243,2524,22719,6100,12200,50486,0.0004,0.1,93,2027-01-01
I000477,W001,C053,,24919,2491,22428,6100,12200,49838,0.0004,0.1,100,2027-01-01
I000478,W024,C054,,5788,578,5210,1300,2600,11576,0.0005,0.12,35,2027-01-01
I000479,W025,C054,,5437,543,4894,1300,2600,10874,0.0005,0.12,20,2027-01-01
I000480,W026,C054,,6075,607,5468,1300,2600,12150,0.0005,0.12,49,2027-01-01
I000481,W027,C054,,5989,598,5391,1300,2600,11978,0.0005,0.12,40,2027-01-01
I000482,W028,C054,,5679,567,5112,1300,2600,11358,0.0005,0.12,107,2027-01-01
I000483,W029,C054,,5829,582,5247,1300,2600,11658,0.0005,0.12,79,2027-01-01
I000484,W030,C054,,5575,557,5018,1300,2600,11150,0.0005,0.12,58,2027-01-01
I000485,W001,C054,,5473,547,4926,1300,2600,10946,0.0005,0.12,104,2027-01-01
I000486,W002,C054,,5436,543,4893,1300,2600,10872,0.0005,0.12,12,2027-01-01
I000487,W025,C055,,23600,2360,21240,5700,11400,47200,0.0006,0.14,39,2027-01-01
I000488,W026,C055,,23369,2336,21033,5700,11400,46738,0.0006,0.14,78,2027-01-01
I000489,W027,C055,,22996,2299,20697,5700,11400,45992,0.0006,0.14,23,2027-01-01
I000490,W028,C055,,23650,2365,21285,5700,11400,47300,0.0006,0.14,96,2027-01-01
I000491,W029,C055,,23418,2341,21077,5700,11400,46836,0.0006,0.14,43,2027-01-01
I000492,W030,C055,,23589,2358,21231,5700,11400,47178,0.0006,0.14,105,2027-01-01
I000493,W001,C055,,23074,2307,20767,5700,11400,46148,0.0006,0.14,94,2027-01-01
I000494,W002,C055,,23741,2374,21367,5700,11400,47482,0.0006,0.14,41,2027-01-01
I000495,W003,C055,,23798,2379,21419,5700,11400,47596,0.0006,0.14,120,2027-01-01
I000496,W026,C056,,25215,2521,22694,6100,12200,50430,0.0007,0.16,39,2027-01-01
I000497,W027,C056,,24925,2492,22433,6100,12200,49850,0.0007,0.16,27,2027-01-01
I000498,W028,C056,,25280,2528,22752,6100,12200,50560,0.0007,0.16,42,2027-01-01
I000499,W029,C056,,24739,2473,22266,6100,12200,49478,0.0007,0.16,23,2027-01-01
I000500,W030,C056,,25149,2514,22635,6100,12200,50298,0.0007,0.16,112,2027-01-01
I000501,W001,C056,,25251,2525,22726,6100,12200,50502,0.0007,0.16,31,2027-01-01
I000502,W002,C056,,24611,2461,22150,6100,12200,49222,0.0007,0.16,27,2027-01-01
I000503,W003,C056,,24840,2484,22356,6100,12200,49680,0.0007,0.16,99,2027-01-01
I000504,W004,C056,,24796,2479,22317,6100,12200,49592,0.0007,0.16,82,2027-01-01
I000505,W027,C057,,13646,1364,12282,3300,6600,27292,0.0007,0.19,1,2027-01-01
I000506,W028,C057,,13746,1374,12372,3300,6600,27492,0.0007,0.19,79,2027-01-01
I000507,W029,C057,,13620,1362,12258,3300,6600,27240,0.0007,0.19,93,2027-01-01
I000508,W030,C057,,13693,1369,12324,3300,6600,27386,0.0007,0.19,19,2027-01-01
I000509,W001,C057,,14129,1412,12717,3300,6600,28258,0.0007,0.19,86,2027-01-01
I000510,W002,C057,,13633,1363,12270,3300,6600,27266,0.0007,0.19,45,2027-01-01
I000511,W003,C057,,13670,1367,12303,3300,6600,27340,0.0007,0.19,45,2027-01-01
I000512,W004,C057,,13456,1345,12111,3300,6600,26912,0.0007,0.19,71,2027-01-01
I000513,W005,C057,,13374,1337,12037,3300,6600,26748,0.0007,0.19,31,2027-01-01
I000514,W028,C058,,8968,896,8072,2100,4200,17936,0.0008,0.21,81,2027-01-01
I000515,W029,C058,,8548,854,7694,2100,4200,17096,0.0008,0.21,103,2027-01-01
I000516,W030,C058,,9106,910,8196,2100,4200,18212,0.0008,0.21,100,2027-01-01
I000517,W001,C058,,8545,854,7691,2100,4200,17090,0.0008,0.21,83,2027-01-01
I000518,W002,C058,,9013,901,8112,2100,4200,18026,0.0008,0.21,102,2027-01-01
I000519,W003,C058,,9282,928,8354,2100,4200,18564,0.0008,0.21,27,2027-01-01
I000520,W004,C058,,9239,923,8316,2100,4200,18478,0.0008,0.21,63,2027-01-01
I000521,W005,C058,,9134,913,8221,2100,4200,18268,0.0008,0.21,9,2027-01-01
I000522,W006,C058,,9157,915,8242,2100,4200,18314,0.0008,0.21,2,2027-01-01
I000523,W029,C059,,18481,1848,16633,4400,8800,36962,0.0009,0.23,110,2027-01-01
I000524,W030,C059,,18014,1801,16213,4400,8800,36028,0.0009,0.23,35,2027-01-01
I000525,W001,C059,,18010,1801,16209,4400,8800,36020,0.0009,0.23,72,2027-01-01
I000526,W002,C059,,18093,1809,16284,4400,8800,36186,0.0009,0.23,117,2027-01-01
I000527,W003,C059,,18416,1841,16575,4400,8800,36832,0.0009,0.23,21,2027-01-01
I000528,W004,C059,,18429,1842,16587,4400,8800,36858,0.0009,0.23,32,2027-01-01
I000529,W005,C059,,18522,1852,16670,4400,8800,37044,0.0009,0.23,17,2027-01-01
I000530,W006,C059,,17706,1770,15936,4400,8800,35412,0.0009,0.23,73,2027-01-01
I000531,W007,C059,,17785,1778,16007,4400,8800,35570,0.0009,0.23,19,2027-01-01
I000532,W030,C060,,29630,2963,26667,7200,14400,59260,0.001,0.25,32,2027-01-01
I000533,W001,C060,,29628,2962,26666,7200,14400,59256,0.001,0.25,93,2027-01-01
I000534,W002,C060,,29470,2947,26523,7200,14400,58940,0.001,0.25,116,2027-01-01
I000535,W003,C060,,29266,2926,26340,7200,14400,58532,0.001,0.25,108,2027-01-01
I000536,W004,C060,,29055,2905,26150,7200,14400,58110,0.001,0.25,14,2027-01-01
I000537,W005,C060,,29193,2919,26274,7200,14400,58386,0.001,0.25,51,2027-01-01
I000538,W006,C060,,29591,2959,26632,7200,14400,59182,0.001,0.25,72,2027-01-01
I000539,W007,C060,,29725,2972,26753,7200,14400,59450,0.001,0.25,110,2027-01-01
I000540,W008,C060,,29394,2939,26455,7200,14400,58788,0.001,0.25,4,2027-01-01
I000541,W001,C061,,27955,2795,25160,6800,13600,55910,0.0011,0.28,13,2027-01-01
I000542,W002,C061,,27519,2751,24768,6800,13600,55038,0.0011,0.28,119,2027-01-01
I000543,W003,C061,,27354,2735,24619,6800,13600,54708,0.0011,0.28,35,2027-01-01
I000544,W004,C061,,28052,2805,25247,6800,13600,56104,0.0011,0.28,58,2027-01-01
I000545,W005,C061,,27378,2737,24641,6800,13600,54756,0.0011,0.28,94,2027-01-01
I000546,W006,C061,,28013,2801,25212,6800,13600,56026,0.0011,0.28,96,2027-01-01
I000547,W007,C061,,27639,2763,24876,6800,13600,55278,0.0011,0.28,120,2027-01-01
I000548,W008,C061,,27703,2770,24933,6800,13600,55406,0.0011,0.28,111,2027-01-01
I000549,W009,C061,,27930,2793,25137,6800,13600,55860,0.0011,0.28,43,2027-01-01
I000550,W002,C062,,14286,1428,12858,3500,7000,28572,0.0012,0.3,116,2027-01-01
I000551,W003,C062,,14782,1478,13304,3500,7000,29564,0.0012,0.3,79,2027-01-01
I000552,W004,C062,,14881,1488,13393,3500,7000,29762,0.0012,0.3,19,2027-01-01
I000553,W005,C062,,14567,1456,13111,3500,7000,29134,0.0012,0.3,62,2027-01-01
I000554,W006,C062,,14306,1430,12876,3500,7000,28612,0.0012,0.3,93,2027-01-01
I000555,W007,C062,,14336,1433,12903,3500,7000,28672,0.0012,0.3,119,2027-01-01
I000556,W008,C062,,14139,1413,12726,3500,7000,28278,0.0012,0.3,31,2027-01-01
I000557,W009,C062,,14150,1415,12735,3500,7000,28300,0.0012,0.3,51,2027-01-01
I000558,W010,C062,,14902,1490,13412,3500,7000,29804,0.0012,0.3,82,2027-01-01
I000559,W003,C063,,11091,1109,9982,2600,5200,22182,0.0013,0.32,106,2027-01-01
I000560,W004,C063,,11078,1107,9971,2600,5200,22156,0.0013,0.32,37,2027-01-01
I000561,W005,C063,,11311,1131,10180,2600,5200,22622,0.0013,0.32,40,2027-01-01
I000562,W006,C063,,10541,1054,9487,2600,5200,21082,0.0013,0.32,73,2027-01-01
I000563,W007,C063,,11182,1118,10064,2600,5200,22364,0.0013,0.32,69,2027-01-01
I000564,W008,C063,,11202,1120,10082,2600,5200,22404,0.0013,0.32,14,2027-01-01
I000565,W009,C063,,11171,1117,10054,2600,5200,22342,0.0013,0.32,69,2027-01-01
I000566,W010,C063,,11023,1102,9921,2600,5200,22046,0.0013,0.32,61,2027-01-01
I000567,W011,C063,,10572,1057,9515,2600,5200,21144,0.0013,0.32,100,2027-01-01
I000568,W004,C064,,10286,1028,9258,2500,5000,20572,0.0014,0.34,93,2027-01-01
I000569,W005,C064,,10478,1047,9431,2500,5000,20956,0.0014,0.34,113,2027-01-01
I000570,W006,C064,,10150,1015,9135,2500,5000,20300,0.0014,0.34,30,2027-01-01
I000571,W007,C064,,10537,1053,9484,2500,5000,21074,0.0014,0.34,119,2027-01-01
I000572,W008,C064,,10176,1017,9159,2500,5000,20352,0.0014,0.34,111,2027-01-01
I000573,W009,C064,,10399,1039,9360,2500,5000,20798,0.0014,0.34,26,2027-01-01
I000574,W010,C064,,10845,1084,9761,2500,5000,21690,0.0014,0.34,14,2027-01-01
I000575,W011,C064,,10735,1073,9662,2500,5000,21470,0.0014,0.34,113,2027-01-01
I000576,W012,C064,,10305,1030,9275,2500,5000,20610,0.0014,0.34,54,2027-01-01
I000577,W005,C065,,24656,2465,22191,6100,12200,49312,0.0015,0.37,87,2027-01-01
I000578,W006,C065,,24737,2473,22264,6100,12200,49474,0.0015,0.37,9,2027-01-01
I000579,W007,C065,,24691,2469,22222,6100,12200,49382,0.0015,0.37,9,2027-01-01
