disruption_id,scenario_id,entity_id,entity_type,disruption_type,start_time,duration_days,severity,probability,capacity_loss_percent,delay_days,affected_quantity,recovery_time_days,root_cause
D000230,SC00058,C309,Component,Material_Shortage,2027-01-03,9,0.1971,1.0,19.71,9,1085,9,Component shortage
D000231,SC00058,F018,Factory,Factory_Breakdown,2027-01-05,4,0.2504,1.0,25.04,4,2229,4,Equipment failure
D000232,SC00058,R0157,Route,Transportation_Disruption,2027-01-07,9,0.3818,1.0,38.18,9,764,9,Road closure
D000233,SC00059,S057,Supplier,Supplier_Failure,2027-01-01,9,0.369,1.0,36.9,9,1255,9,Supplier outage
D000234,SC00059,C140,Component,Material_Shortage,2027-01-03,12,0.7361,1.0,73.61,12,3681,12,Component shortage
D000235,SC00059,F019,Factory,Factory_Breakdown,2027-01-05,7,0.4085,1.0,40.85,7,2962,7,Equipment failure
D000236,SC00059,R0080,Route,Transportation_Disruption,2027-01-07,10,0.7408,1.0,74.08,10,1890,10,Road closure
D000237,SC00060,S055,Supplier,Supplier_Failure,2027-01-01,13,0.7399,1.0,73.99,13,6660,13,Supplier outage
D000238,SC00060,C439,Component,Material_Shortage,2027-01-03,5,0.243,1.0,24.3,5,1701,5,Component shortage
D000239,SC00060,F020,Factory,Factory_Breakdown,2027-01-05,3,0.3834,1.0,38.34,3,39,3,Equipment failure
D000240,SC00060,R0078,Route,Transportation_Disruption,2027-01-07,11,0.3378,1.0,33.78,11,2365,11,Road closure
D000241,SC00061,S030,Supplier,Supplier_Failure,2027-01-01,4,0.8422,1.0,84.22,4,4254,4,Supplier outage
D000242,SC00061,C092,Component,Material_Shortage,2027-01-03,10,0.4644,1.0,46.44,10,4180,10,Component shortage
D000243,SC00061,F001,Factory,Factory_Breakdown,2027-01-05,5,0.1512,1.0,15.12,5,363,5,Equipment failure
D000244,SC00061,R0183,Route,Transportation_Disruption,2027-01-07,11,0.7139,1.0,71.39,11,4712,11,Road closure
D000245,SC00062,S066,Supplier,Supplier_Failure,2027-01-01,10,0.1653,1.0,16.53,10,1042,10,Supplier outage
D000246,SC00062,C389,Component,Material_Shortage,2027-01-03,10,0.4264,1.0,42.64,10,1152,10,Component shortage
D000247,SC00062,F002,Factory,Factory_Breakdown,2027-01-05,13,0.5168,1.0,51.68,13,2378,13,Equipment failure
D000248,SC00062,R0063,Route,Transportation_Disruption,2027-01-07,10,0.2681,1.0,26.81,10,1073,10,Road closure
D000249,SC00063,S031,Supplier,Supplier_Failure,2027-01-01,6,0.5397,1.0,53.97,6,945,6,Supplier outage
D000250,SC00063,C351,Component,Material_Shortage,2027-01-03,10,0.1951,1.0,19.51,10,293,10,Component shortage
D000251,SC00063,F003,Factory,Factory_Breakdown,2027-01-05,12,0.6057,1.0,60.57,12,4846,12,Equipment failure
D000252,SC00063,R0029,Route,Transportation_Disruption,2027-01-07,11,0.6161,1.0,61.61,11,1171,11,Road closure
D000253,SC00064,S020,Supplier,Supplier_Failure,2027-01-01,5,0.763,1.0,76.3,5,2213,5,Supplier outage
D000254,SC00064,C320,Component,Material_Shortage,2027-01-03,6,0.637,1.0,63.7,6,4587,6,Component shortage
D000255,SC00064,F004,Factory,Factory_Breakdown,2027-01-05,2,0.302,1.0,30.2,2,2794,2,Equipment failure
D000256,SC00064,R0040,Route,Transportation_Disruption,2027-01-07,5,0.571,1.0,57.1,5,5539,5,Road closure
D000257,SC00065,S010,Supplier,Supplier_Failure,2027-01-01,12,0.4847,1.0,48.47,12,728,12,Supplier outage
D000258,SC00065,C122,Component,Material_Shortage,2027-01-03,3,0.4588,1.0,45.88,3,2294,3,Component shortage
D000259,SC00065,F005,Factory,Factory_Breakdown,2027-01-05,4,0.1699,1.0,16.99,4,595,4,Equipment failure
D000260,SC00065,R0139,Route,Transportation_Disruption,2027-01-07,13,0.504,1.0,50.4,13,3075,13,Road closure
D000261,SC00066,S091,Supplier,Supplier_Failure,2027-01-01,14,0.2771,1.0,27.71,14,2564,14,Supplier outage
D000262,SC00066,C293,Component,Material_Shortage,2027-01-03,14,0.336,1.0,33.6,14,2856,14,Component shortage
D000263,SC00066,F006,Factory,Factory_Breakdown,2027-01-05,13,0.7651,1.0,76.51,13,5815,13,Equipment failure
D000264,SC00066,R0003,Route,Transportation_Disruption,2027-01-07,8,0.6565,1.0,65.65,8,2495,8,Road closure
D000265,SC00067,S008,Supplier,Supplier_Failure,2027-01-01,12,0.2408,1.0,24.08,12,482,12,Supplier outage
D000266,SC00067,C408,Component,Material_Shortage,2027-01-03,7,0.7797,1.0,77.97,7,780,7,Component shortage
D000267,SC00067,F007,Factory,Factory_Breakdown,2027-01-05,5,0.4791,1.0,47.91,5,599,5,Equipment failure
D000268,SC00067,R0167,Route,Transportation_Disruption,2027-01-07,7,0.6164,1.0,61.64,7,1172,7,Road closure
D000269,SC00068,S078,Supplier,Supplier_Failure,2027-01-01,5,0.6869,1.0,68.69,5,4053,5,Supplier outage
D000270,SC00068,C097,Component,Material_Shortage,2027-01-03,13,0.339,1.0,33.9,13,1441,13,Component shortage
D000271,SC00068,F008,Factory,Factory_Breakdown,2027-01-05,5,0.2235,1.0,22.35,5,224,5,Equipment failure
D000272,SC00068,R0191,Route,Transportation_Disruption,2027-01-07,2,0.5904,1.0,59.04,2,1122,2,Road closure
D000273,SC00069,S037,Supplier,Supplier_Failure,2027-01-01,5,0.3496,1.0,34.96,5,175,5,Supplier outage
D000274,SC00069,C202,Component,Material_Shortage,2027-01-03,11,0.4167,1.0,41.67,11,1042,11,Component shortage
D000275,SC00069,F009,Factory,Factory_Breakdown,2027-01-05,10,0.1739,1.0,17.39,10,1044,10,Equipment failure
D000276,SC00069,R0062,Route,Transportation_Disruption,2027-01-07,8,0.6951,1.0,69.51,8,2086,8,Road closure
D000277,SC00070,S005,Supplier,Supplier_Failure,2027-01-01,12,0.2319,1.0,23.19,12,2262,12,Supplier outage
D000278,SC00070,C176,Component,Material_Shortage,2027-01-03,5,0.4988,1.0,49.88,5,3492,5,Component shortage
D000279,SC00070,F010,Factory,Factory_Breakdown,2027-01-05,13,0.2821,1.0,28.21,13,29,13,Equipment failure
D000280,SC00070,R0152,Route,Transportation_Disruption,2027-01-07,5,0.8127,1.0,81.27,5,163,5,Road closure
D000281,SC00071,S045,Supplier,Supplier_Failure,2027-01-01,6,0.812,1.0,81.2,6,2436,6,Supplier outage
D000282,SC00071,C296,Component,Material_Shortage,2027-01-03,12,0.7316,1.0,73.16,12,1464,12,Component shortage
D000283,SC00071,F011,Factory,Factory_Breakdown,2027-01-05,8,0.6199,1.0,61.99,8,155,8,Equipment failure
D000284,SC00071,R0044,Route,Transportation_Disruption,2027-01-07,14,0.8341,1.0,83.41,14,3504,14,Road closure
D000285,SC00072,S050,Supplier,Supplier_Failure,2027-01-01,13,0.4571,1.0,45.71,13,1829,13,Supplier outage
D000286,SC00072,C092,Component,Material_Shortage,2027-01-03,10,0.1632,1.0,16.32,10,800,10,Component shortage
D000287,SC00072,F012,Factory,Factory_Breakdown,2027-01-05,6,0.3076,1.0,30.76,6,723,6,Equipment failure
D000288,SC00072,R0027,Route,Transportation_Disruption,2027-01-07,12,0.5292,1.0,52.92,12,4763,12,Road closure
D000289,SC00073,S069,Supplier,Supplier_Failure,2027-01-01,13,0.6593,1.0,65.93,13,1583,13,Supplier outage
D000290,SC00073,C437,Component,Material_Shortage,2027-01-03,8,0.8112,1.0,81.12,8,6084,8,Component shortage
D000291,SC00073,F013,Factory,Factory_Breakdown,2027-01-05,7,0.5697,1.0,56.97,7,2849,7,Equipment failure
D000292,SC00073,R0151,Route,Transportation_Disruption,2027-01-07,11,0.6312,1.0,63.12,11,1894,11,Road closure
D000293,SC00074,S027,Supplier,Supplier_Failure,2027-01-01,4,0.393,1.0,39.3,4,551,4,Supplier outage
D000294,SC00074,C423,Component,Material_Shortage,2027-01-03,9,0.1655,1.0,16.55,9,1192,9,Component shortage
D000295,SC00074,F014,Factory,Factory_Breakdown,2027-01-05,5,0.5791,1.0,57.91,5,2027,5,Equipment failure
D000296,SC00074,R0046,Route,Transportation_Disruption,2027-01-07,11,0.3372,1.0,33.72,11,2698,11,Road closure
D000297,SC00075,S080,Supplier,Supplier_Failure,2027-01-01,4,0.2824,1.0,28.24,4,819,4,Supplier outage
D000298,SC00075,C073,Component,Material_Shortage,2027-01-03,14,0.3537,1.0,35.37,14,814,14,Component shortage
D000299,SC00075,F015,Factory,Factory_Breakdown,2027-01-05,8,0.5146,1.0,51.46,8,1004,8,Equipment failure
D000300,SC00075,R0097,Route,Transportation_Disruption,2027-01-07,6,0.5126,1.0,51.26,6,3332,6,Road closure
D000301,SC00076,S042,Supplier,Supplier_Failure,2027-01-01,13,0.1917,1.0,19.17,13,1247,13,Supplier outage
D000302,SC00076,C312,Component,Material_Shortage,2027-01-03,12,0.1804,1.0,18.04,12,451,12,Component shortage
D000303,SC00076,F016,Factory,Factory_Breakdown,2027-01-05,5,0.4296,1.0,42.96,5,3867,5,Equipment failure
D000304,SC00076,R0002,Route,Transportation_Disruption,2027-01-07,4,0.2913,1.0,29.13,4,1239,4,Road closure
D000305,SC00077,S051,Supplier,Supplier_Failure,2027-01-01,3,0.8112,1.0,81.12,3,4056,3,Supplier outage
D000306,SC00077,C018,Component,Material_Shortage,2027-01-03,5,0.8397,1.0,83.97,5,4703,5,Component shortage
D000307,SC00077,F017,Factory,Factory_Breakdown,2027-01-05,6,0.3935,1.0,39.35,6,2361,6,Equipment failure
D000308,SC00077,R0118,Route,Transportation_Disruption,2027-01-07,7,0.1803,1.0,18.03,7,902,7,Road closure
D000309,SC00078,S085,Supplier,Supplier_Failure,2027-01-01,12,0.5987,1.0,59.87,12,2994,12,Supplier outage
D000310,SC00078,C093,Component,Material_Shortage,2027-01-03,9,0.3585,1.0,35.85,9,2116,9,Component shortage
D000311,SC00078,F018,Factory,Factory_Breakdown,2027-01-05,13,0.1702,1.0,17.02,13,851,13,Equipment failure
D000312,SC00078,R0186,Route,Transportation_Disruption,2027-01-07,10,0.3694,1.0,36.94,10,1109,10,Road closure
D000313,SC00079,S087,Supplier,Supplier_Failure,2027-01-01,6,0.4321,1.0,43.21,6,4321,6,Supplier outage
D000314,SC00079,C064,Component,Material_Shortage,2027-01-03,14,0.4043,1.0,40.43,14,3154,14,Component shortage
D000315,SC00079,F019,Factory,Factory_Breakdown,2027-01-05,13,0.3793,1.0,37.93,13,1138,13,Equipment failure
D000316,SC00079,R0153,Route,Transportation_Disruption,2027-01-07,11,0.1724,1.0,17.24,11,992,11,Road closure
D000317,SC00080,S094,Supplier,Supplier_Failure,2027-01-01,13,0.7133,1.0,71.33,13,7133,13,Supplier outage
D000318,SC00080,C481,Component,Material_Shortage,2027-01-03,12,0.4986,1.0,49.86,12,2244,12,Component shortage
D000319,SC00080,F020,Factory,Factory_Breakdown,2027-01-05,9,0.7133,1.0,71.33,9,6492,9,Equipment failure
D000320,SC00080,R0078,Route,Transportation_Disruption,2027-01-07,5,0.2233,1.0,22.33,5,670,5,Road closure
D000321,SC00081,S016,Supplier,Supplier_Failure,2027-01-01,2,0.5426,1.0,54.26,2,272,2,Supplier outage
D000322,SC00081,C326,Component,Material_Shortage,2027-01-03,7,0.2891,1.0,28.91,7,261,7,Component shortage
D000323,SC00081,F001,Factory,Factory_Breakdown,2027-01-05,4,0.3706,1.0,37.06,4,1853,4,Equipment failure
D000324,SC00081,R0032,Route,Transportation_Disruption,2027-01-07,8,0.1752,1.0,17.52,8,1183,8,Road closure
D000325,SC00082,S079,Supplier,Supplier_Failure,2027-01-01,9,0.6982,1.0,69.82,9,105,9,Supplier outage
D000326,SC00082,C232,Component,Material_Shortage,2027-01-03,3,0.2726,1.0,27.26,3,2726,3,Component shortage
D000327,SC00082,F002,Factory,Factory_Breakdown,2027-01-05,4,0.2444,1.0,24.44,4,343,4,Equipment failure
D000328,SC00082,R0001,Route,Transportation_Disruption,2027-01-07,12,0.5218,1.0,52.18,12,4827,12,Road closure
D000329,SC00083,S082,Supplier,Supplier_Failure,2027-01-01,13,0.8523,1.0,85.23,13,6819,13,Supplier outage
D000330,SC00083,C031,Component,Material_Shortage,2027-01-03,9,0.406,1.0,40.6,9,1421,9,Component shortage
D000331,SC00083,F003,Factory,Factory_Breakdown,2027-01-05,7,0.3659,1.0,36.59,7,2470,7,Equipment failure
D000332,SC00083,R0134,Route,Transportation_Disruption,2027-01-07,9,0.7006,1.0,70.06,9,2978,9,Road closure
D000333,SC00084,S050,Supplier,Supplier_Failure,2027-01-01,2,0.4434,1.0,44.34,2,666,2,Supplier outage
D000334,SC00084,C450,Component,Material_Shortage,2027-01-03,5,0.173,1.0,17.3,5,1428,5,Component shortage
D000335,SC00084,F004,Factory,Factory_Breakdown,2027-01-05,4,0.3981,1.0,39.81,4,3902,4,Equipment failure
D000336,SC00084,R0081,Route,Transportation_Disruption,2027-01-07,7,0.2482,1.0,24.82,7,1117,7,Road closure
D000337,SC00085,S057,Supplier,Supplier_Failure,2027-01-01,7,0.6965,1.0,69.65,7,4179,7,Supplier outage
D000338,SC00085,C210,Component,Material_Shortage,2027-01-03,12,0.6938,1.0,69.38,12,1388,12,Component shortage
D000339,SC00085,F005,Factory,Factory_Breakdown,2027-01-05,11,0.6076,1.0,60.76,11,2279,11,Equipment failure
D000340,SC00085,R0135,Route,Transportation_Disruption,2027-01-07,4,0.2389,1.0,23.89,4,2366,4,Road closure
D000341,SC00086,S042,Supplier,Supplier_Failure,2027-01-01,14,0.855,1.0,85.5,14,3420,14,Supplier outage
D000342,SC00086,C107,Component,Material_Shortage,2027-01-03,5,0.8855,1.0,88.55,5,3897,5,Component shortage
D000343,SC00086,F006,Factory,Factory_Breakdown,2027-01-05,5,0.752,1.0,75.2,5,4136,5,Equipment failure
D000344,SC00086,R0143,Route,Transportation_Disruption,2027-01-07,12,0.7991,1.0,79.91,12,1998,12,Road closure
D000345,SC00087,S064,Supplier,Supplier_Failure,2027-01-01,13,0.8625,1.0,86.25,13,863,13,Supplier outage
D000346,SC00087,C064,Component,Material_Shortage,2027-01-03,14,0.5186,1.0,51.86,14,1816,14,Component shortage
D000347,SC00087,F007,Factory,Factory_Breakdown,2027-01-05,3,0.7345,1.0,73.45,3,3379,3,Equipment failure
D000348,SC00087,R0170,Route,Transportation_Disruption,2027-01-07,6,0.8617,1.0,86.17,6,2586,6,Road closure
D000349,SC00088,S100,Supplier,Supplier_Failure,2027-01-01,3,0.3661,1.0,36.61,3,1611,3,Supplier outage
D000350,SC00088,C400,Component,Material_Shortage,2027-01-03,2,0.6242,1.0,62.42,2,281,2,Component shortage
D000351,SC00088,F008,Factory,Factory_Breakdown,2027-01-05,11,0.6659,1.0,66.59,11,3397,11,Equipment failure
D000352,SC00088,R0194,Route,Transportation_Disruption,2027-01-07,6,0.2691,1.0,26.91,6,539,6,Road closure
D000353,SC00089,S031,Supplier,Supplier_Failure,2027-01-01,3,0.3573,1.0,35.73,3,715,3,Supplier outage
D000354,SC00089,C388,Component,Material_Shortage,2027-01-03,12,0.7596,1.0,75.96,12,3039,12,Component shortage
D000355,SC00089,F009,Factory,Factory_Breakdown,2027-01-05,6,0.6625,1.0,66.25,6,6625,6,Equipment failure
D000356,SC00089,R0106,Route,Transportation_Disruption,2027-01-07,5,0.5093,1.0,50.93,5,51,5,Road closure
D000357,SC00090,S009,Supplier,Supplier_Failure,2027-01-01,5,0.5876,1.0,58.76,5,3232,5,Supplier outage
D000358,SC00090,C444,Component,Material_Shortage,2027-01-03,13,0.6777,1.0,67.77,13,6100,13,Component shortage
D000359,SC00090,F010,Factory,Factory_Breakdown,2027-01-05,12,0.5491,1.0,54.91,12,989,12,Equipment failure
D000360,SC00090,R0199,Route,Transportation_Disruption,2027-01-07,6,0.4838,1.0,48.38,6,484,6,Road closure
D000361,SC00091,S021,Supplier,Supplier_Failure,2027-01-01,4,0.3284,1.0,32.84,4,1938,4,Supplier outage
D000362,SC00091,C282,Component,Material_Shortage,2027-01-03,2,0.4838,1.0,48.38,2,2661,2,Component shortage
D000363,SC00091,F011,Factory,Factory_Breakdown,2027-01-05,5,0.1912,1.0,19.12,5,48,5,Equipment failure
D000364,SC00091,R0172,Route,Transportation_Disruption,2027-01-07,8,0.8543,1.0,85.43,8,4272,8,Road closure
D000365,SC00092,S092,Supplier,Supplier_Failure,2027-01-01,6,0.3039,1.0,30.39,6,456,6,Supplier outage
D000366,SC00092,C374,Component,Material_Shortage,2027-01-03,6,0.8627,1.0,86.27,6,6988,6,Component shortage
D000367,SC00092,F012,Factory,Factory_Breakdown,2027-01-05,9,0.3444,1.0,34.44,9,1154,9,Equipment failure
D000368,SC00092,R0197,Route,Transportation_Disruption,2027-01-07,10,0.3879,1.0,38.79,10,2716,10,Road closure
D000369,SC00093,S017,Supplier,Supplier_Failure,2027-01-01,7,0.2642,1.0,26.42,7,661,7,Supplier outage
D000370,SC00093,C347,Component,Material_Shortage,2027-01-03,14,0.3837,1.0,38.37,14,576,14,Component shortage
D000371,SC00093,F013,Factory,Factory_Breakdown,2027-01-05,5,0.3616,1.0,36.16,5,1230,5,Equipment failure
D000372,SC00093,R0110,Route,Transportation_Disruption,2027-01-07,8,0.2985,1.0,29.85,8,374,8,Road closure
D000373,SC00094,S023,Supplier,Supplier_Failure,2027-01-01,3,0.3154,1.0,31.54,3,284,3,Supplier outage
D000374,SC00094,C023,Component,Material_Shortage,2027-01-03,4,0.3996,1.0,39.96,4,600,4,Component shortage
D000375,SC00094,F014,Factory,Factory_Breakdown,2027-01-05,12,0.5769,1.0,57.69,12,3981,12,Equipment failure
D000376,SC00094,R0046,Route,Transportation_Disruption,2027-01-07,5,0.4001,1.0,40.01,5,3121,5,Road closure
D000377,SC00095,S080,Supplier,Supplier_Failure,2027-01-01,7,0.3768,1.0,37.68,7,1508,7,Supplier outage
D000378,SC00095,C361,Component,Material_Shortage,2027-01-03,3,0.8371,1.0,83.71,3,3349,3,Component shortage
D000379,SC00095,F015,Factory,Factory_Breakdown,2027-01-05,3,0.7541,1.0,75.41,3,5053,3,Equipment failure
D000380,SC00095,R0072,Route,Transportation_Disruption,2027-01-07,3,0.6834,1.0,68.34,3,4272,3,Road closure
D000381,SC00096,S066,Supplier,Supplier_Failure,2027-01-01,7,0.4808,1.0,48.08,7,2116,7,Supplier outage
D000382,SC00096,C129,Component,Material_Shortage,2027-01-03,12,0.6383,1.0,63.83,12,3192,12,Component shortage
D000383,SC00096,F016,Factory,Factory_Breakdown,2027-01-05,3,0.6355,1.0,63.55,3,2542,3,Equipment failure
D000384,SC00096,R0132,Route,Transportation_Disruption,2027-01-07,6,0.6818,1.0,68.18,6,3137,6,Road closure
D000385,SC00097,S041,Supplier,Supplier_Failure,2027-01-01,8,0.2183,1.0,21.83,8,241,8,Supplier outage
D000386,SC00097,C213,Component,Material_Shortage,2027-01-03,9,0.3542,1.0,35.42,9,3188,9,Component shortage
D000387,SC00097,F017,Factory,Factory_Breakdown,2027-01-05,7,0.792,1.0,79.2,7,6336,7,Equipment failure
D000388,SC00097,R0025,Route,Transportation_Disruption,2027-01-07,11,0.5401,1.0,54.01,11,2917,11,Road closure
D000389,SC00098,S009,Supplier,Supplier_Failure,2027-01-01,13,0.6326,1.0,63.26,13,2847,13,Supplier outage
D000390,SC00098,C033,Component,Material_Shortage,2027-01-03,9,0.4921,1.0,49.21,9,4675,9,Component shortage
D000391,SC00098,F018,Factory,Factory_Breakdown,2027-01-05,5,0.1966,1.0,19.66,5,1514,5,Equipment failure
D000392,SC00098,R0186,Route,Transportation_Disruption,2027-01-07,8,0.1895,1.0,18.95,8,190,8,Road closure
D000393,SC00099,S057,Supplier,Supplier_Failure,2027-01-01,11,0.897,1.0,89.7,11,5741,11,Supplier outage
D000394,SC00099,C129,Component,Material_Shortage,2027-01-03,14,0.6655,1.0,66.55,14,666,14,Component shortage
D000395,SC00099,F019,Factory,Factory_Breakdown,2027-01-05,3,0.524,1.0,52.4,3,1782,3,Equipment failure
D000396,SC00099,R0113,Route,Transportation_Disruption,2027-01-07,7,0.5992,1.0,59.92,7,3895,7,Road closure
D000397,SC00100,S071,Supplier,Supplier_Failure,2027-01-01,5,0.6169,1.0,61.69,5,4319,5,Supplier outage
D000398,SC00100,C455,Component,Material_Shortage,2027-01-03,4,0.8447,1.0,84.47,4,4224,4,Component shortage
D000399,SC00100,F020,Factory,Factory_Breakdown,2027-01-05,8,0.2217,1.0,22.17,8,1996,8,Equipment failure
D000400,SC00100,R0103,Route,Transportation_Disruption,2027-01-07,3,0.8854,1.0,88.54,3,355,3,Road closure
D000401,SC00101,S030,Supplier,Supplier_Failure,2027-01-01,6,0.2891,1.0,28.91,6,868,6,Supplier outage
D000402,SC00101,C412,Component,Material_Shortage,2027-01-03,11,0.3122,1.0,31.22,11,859,11,Component shortage
D000403,SC00101,F001,Factory,Factory_Breakdown,2027-01-05,5,0.15,1.0,15.0,5,1500,5,Equipment failure
D000404,SC00101,R0124,Route,Transportation_Disruption,2027-01-07,6,0.4977,1.0,49.77,6,1494,6,Road closure
D000405,SC00102,S079,Supplier,Supplier_Failure,2027-01-01,13,0.4928,1.0,49.28,13,4707,13,Supplier outage
D000406,SC00102,C406,Component,Material_Shortage,2027-01-03,2,0.3274,1.0,32.74,2,2292,2,Component shortage
D000407,SC00102,F002,Factory,Factory_Breakdown,2027-01-05,12,0.6402,1.0,64.02,12,3842,12,Equipment failure
D000408,SC00102,R0012,Route,Transportation_Disruption,2027-01-07,9,0.6895,1.0,68.95,9,3448,9,Road closure
D000409,SC00103,S051,Supplier,Supplier_Failure,2027-01-01,7,0.7087,1.0,70.87,7,1418,7,Supplier outage
D000410,SC00103,C215,Component,Material_Shortage,2027-01-03,6,0.2817,1.0,28.17,6,2001,6,Component shortage
D000411,SC00103,F003,Factory,Factory_Breakdown,2027-01-05,3,0.8502,1.0,85.02,3,6632,3,Equipment failure
D000412,SC00103,R0176,Route,Transportation_Disruption,2027-01-07,7,0.6027,1.0,60.27,7,1718,7,Road closure
D000413,SC00104,S069,Supplier,Supplier_Failure,2027-01-01,2,0.6475,1.0,64.75,2,4533,2,Supplier outage
D000414,SC00104,C441,Component,Material_Shortage,2027-01-03,13,0.1931,1.0,19.31,13,1352,13,Component shortage
D000415,SC00104,F004,Factory,Factory_Breakdown,2027-01-05,10,0.3128,1.0,31.28,10,939,10,Equipment failure
D000416,SC00104,R0100,Route,Transportation_Disruption,2027-01-07,8,0.8354,1.0,83.54,8,8354,8,Road closure
D000417,SC00105,S022,Supplier,Supplier_Failure,2027-01-01,12,0.8704,1.0,87.04,12,7399,12,Supplier outage
D000418,SC00105,C046,Component,Material_Shortage,2027-01-03,4,0.6063,1.0,60.63,4,5760,4,Component shortage
D000419,SC00105,F005,Factory,Factory_Breakdown,2027-01-05,10,0.4461,1.0,44.61,10,3792,10,Equipment failure
D000420,SC00105,R0092,Route,Transportation_Disruption,2027-01-07,5,0.811,1.0,81.1,5,7300,5,Road closure
D000421,SC00106,S054,Supplier,Supplier_Failure,2027-01-01,5,0.7534,1.0,75.34,5,5651,5,Supplier outage
D000422,SC00106,C102,Component,Material_Shortage,2027-01-03,6,0.7689,1.0,76.89,6,3115,6,Component shortage
D000423,SC00106,F006,Factory,Factory_Breakdown,2027-01-05,4,0.7557,1.0,75.57,4,4988,4,Equipment failure
D000424,SC00106,R0055,Route,Transportation_Disruption,2027-01-07,14,0.1621,1.0,16.21,14,292,14,Road closure
D000425,SC00107,S095,Supplier,Supplier_Failure,2027-01-01,14,0.7641,1.0,76.41,14,879,14,Supplier outage
D000426,SC00107,C427,Component,Material_Shortage,2027-01-03,13,0.29,1.0,29.0,13,1160,13,Component shortage
