inventory_id,factory_id,component_id,quantity_on_hand,reserved_quantity,safety_stock,available_quantity,usable_quantity,snapshot_date,unit_cost_usd
FI000434,F002,C470,34,1,2,33,31,2027-01-01,9.55
FI000435,F002,C471,74,0,4,74,70,2027-01-01,10.00
FI000436,F002,C472,160,8,8,152,144,2027-01-01,10.45
FI000437,F002,C474,15,1,2,14,12,2027-01-01,11.35
FI000438,F002,C475,108,0,8,108,100,2027-01-01,11.80
FI000439,F002,C477,56,2,4,54,50,2027-01-01,12.70
FI000440,F002,C481,0,0,0,0,0,2027-01-01,14.50
FI000441,F002,C485,112,0,8,112,104,2027-01-01,16.30
FI000442,F002,C487,84,0,8,84,76,2027-01-01,17.20
FI000443,F002,C497,12,2,2,10,8,2027-01-01,21.70
FI000444,F002,C499,92,8,8,84,76,2027-01-01,22.60
FI000445,F002,C500,124,8,8,116,108,2027-01-01,23.05
FI000446,F003,C001,0,0,0,0,0,2027-01-01,1.00
FI000447,F003,C002,116,0,8,116,108,2027-01-01,1.45
FI000448,F003,C003,60,4,8,56,48,2027-01-01,1.90
FI000449,F003,C004,140,4,8,136,128,2027-01-01,2.35
FI000450,F003,C005,30,0,4,30,26,2027-01-01,2.80
FI000451,F003,C006,120,4,8,116,108,2027-01-01,3.25
FI000452,F003,C007,76,2,4,74,70,2027-01-01,3.70
FI000453,F003,C008,0,0,0,0,0,2027-01-01,4.15
FI000454,F003,C009,104,4,8,100,92,2027-01-01,4.60
FI000455,F003,C010,66,0,4,66,62,2027-01-01,5.05
FI000456,F003,C011,136,4,8,132,124,2027-01-01,5.50
FI000457,F003,C012,64,0,4,64,60,2027-01-01,5.95
FI000458,F003,C013,68,4,8,64,56,2027-01-01,6.40
FI000459,F003,C014,60,4,8,56,48,2027-01-01,6.85
FI000460,F003,C015,80,0,8,80,72,2027-01-01,7.30
FI000461,F003,C016,44,0,4,44,40,2027-01-01,7.75
FI000462,F003,C017,136,8,8,128,120,2027-01-01,8.20
FI000463,F003,C018,144,4,8,140,132,2027-01-01,8.65
FI000464,F003,C020,116,8,8,108,100,2027-01-01,9.55
FI000465,F003,C021,56,0,8,56,48,2027-01-01,10.00
FI000466,F003,C022,140,8,8,132,124,2027-01-01,10.45
FI000467,F003,C023,52,2,4,50,46,2027-01-01,10.90
FI000468,F003,C024,96,0,8,96,88,2027-01-01,11.35
FI000469,F003,C026,120,0,8,120,112,2027-01-01,12.25
FI000470,F003,C027,12,0,2,12,10,2027-01-01,12.70
FI000471,F003,C028,29,2,2,27,25,2027-01-01,13.15
FI000472,F003,C029,120,8,8,112,104,2027-01-01,13.60
FI000473,F003,C030,46,4,4,42,38,2027-01-01,14.05
FI000474,F003,C031,32,2,4,30,26,2027-01-01,14.50
FI000475,F003,C033,96,0,8,96,88,2027-01-01,15.40
FI000476,F003,C034,29,1,2,28,26,2027-01-01,15.85
FI000477,F003,C036,96,8,8,88,80,2027-01-01,16.75
FI000478,F003,C037,148,4,8,144,136,2027-01-01,17.20
FI000479,F003,C038,66,2,4,64,60,2027-01-01,17.65
FI000480,F003,C039,39,2,2,37,35,2027-01-01,18.10
FI000481,F003,C044,92,8,8,84,76,2027-01-01,20.35
FI000482,F003,C049,66,0,4,66,62,2027-01-01,22.60
FI000483,F003,C050,27,0,2,27,25,2027-01-01,23.05
FI000484,F003,C051,152,8,8,144,136,2027-01-01,1.00
FI000485,F003,C054,56,0,4,56,52,2027-01-01,2.35
FI000486,F003,C059,30,4,4,26,22,2027-01-01,4.60
FI000487,F003,C060,20,1,2,19,17,2027-01-01,5.05
FI000488,F003,C061,70,0,4,70,66,2027-01-01,5.50
FI000489,F003,C064,84,0,8,84,76,2027-01-01,6.85
FI000490,F003,C065,112,4,8,108,100,2027-01-01,7.30
FI000491,F003,C067,148,0,8,148,140,2027-01-01,8.20
FI000492,F003,C070,18,2,2,16,14,2027-01-01,9.55
FI000493,F003,C071,17,1,2,16,14,2027-01-01,10.00
FI000494,F003,C074,20,2,2,18,16,2027-01-01,11.35
FI000495,F003,C076,50,4,4,46,42,2027-01-01,12.25
FI000496,F003,C079,30,1,2,29,27,2027-01-01,13.60
FI000497,F003,C080,40,0,2,40,38,2027-01-01,14.05
FI000498,F003,C082,58,4,4,54,50,2027-01-01,14.95
FI000499,F003,C084,54,2,4,52,48,2027-01-01,15.85
FI000500,F003,C088,28,4,4,24,20,2027-01-01,17.65
FI000501,F003,C089,35,1,2,34,32,2027-01-01,18.10
FI000502,F003,C091,16,1,2,15,13,2027-01-01,19.00
FI000503,F003,C092,64,2,4,62,58,2027-01-01,19.45
FI000504,F003,C094,36,1,2,35,33,2027-01-01,20.35
FI000505,F003,C097,32,4,4,28,24,2027-01-01,21.70
FI000506,F003,C098,26,4,4,22,18,2027-01-01,22.15
FI000507,F003,C102,16,2,2,14,12,2027-01-01,1.45
FI000508,F003,C103,18,2,2,16,14,2027-01-01,1.90
FI000509,F003,C104,48,2,4,46,42,2027-01-01,2.35
FI000510,F003,C105,50,4,4,46,42,2027-01-01,2.80
FI000511,F003,C110,18,1,2,17,15,2027-01-01,5.05
FI000512,F003,C112,31,2,2,29,27,2027-01-01,5.95
FI000513,F003,C117,120,8,8,112,104,2027-01-01,8.20
FI000514,F003,C118,48,8,8,40,32,2027-01-01,8.65
FI000515,F003,C121,26,0,2,26,24,2027-01-01,10.00
FI000516,F003,C123,12,0,2,12,10,2027-01-01,10.90
FI000517,F003,C124,38,2,4,36,32,2027-01-01,11.35
FI000518,F003,C128,37,0,2,37,35,2027-01-01,13.15
FI000519,F003,C129,70,0,4,70,66,2027-01-01,13.60
FI000520,F003,C134,0,0,0,0,0,2027-01-01,15.85
FI000521,F003,C135,32,2,2,30,28,2027-01-01,16.30
FI000522,F003,C136,132,4,8,128,120,2027-01-01,16.75
FI000523,F003,C140,56,2,4,54,50,2027-01-01,18.55
FI000524,F003,C141,22,1,2,21,19,2027-01-01,19.00
FI000525,F003,C147,22,2,2,20,18,2027-01-01,21.70
FI000526,F003,C150,32,2,4,30,26,2027-01-01,23.05
FI000527,F003,C151,36,1,2,35,33,2027-01-01,1.00
FI000528,F003,C154,32,0,2,32,30,2027-01-01,2.35
FI000529,F003,C156,96,8,8,88,80,2027-01-01,3.25
FI000530,F003,C157,88,0,8,88,80,2027-01-01,3.70
FI000531,F003,C160,0,0,0,0,0,2027-01-01,5.05
FI000532,F003,C162,108,8,8,100,92,2027-01-01,5.95
FI000533,F003,C163,36,0,4,36,32,2027-01-01,6.40
FI000534,F003,C164,32,0,4,32,28,2027-01-01,6.85
FI000535,F003,C167,29,2,2,27,25,2027-01-01,8.20
FI000536,F003,C171,37,0,2,37,35,2027-01-01,10.00
FI000537,F003,C174,30,2,2,28,26,2027-01-01,11.35
FI000538,F003,C175,14,0,2,14,12,2027-01-01,11.80
FI000539,F003,C176,32,0,4,32,28,2027-01-01,12.25
FI000540,F003,C178,24,0,2,24,22,2027-01-01,13.15
FI000541,F003,C179,52,2,4,50,46,2027-01-01,13.60
FI000542,F003,C182,20,2,2,18,16,2027-01-01,14.95
FI000543,F003,C186,60,4,4,56,52,2027-01-01,16.75
FI000544,F003,C188,19,2,2,17,15,2027-01-01,17.65
FI000545,F003,C192,78,4,4,74,70,2027-01-01,19.45
FI000546,F003,C194,25,1,2,24,22,2027-01-01,20.35
FI000547,F003,C198,15,0,2,15,13,2027-01-01,22.15
FI000548,F003,C202,60,2,4,58,54,2027-01-01,1.45
FI000549,F003,C203,26,2,4,24,20,2027-01-01,1.90
FI000550,F003,C207,132,8,8,124,116,2027-01-01,3.70
FI000551,F003,C209,64,0,8,64,56,2027-01-01,4.60
FI000552,F003,C210,148,8,8,140,132,2027-01-01,5.05
FI000553,F003,C212,39,1,2,38,36,2027-01-01,5.95
FI000554,F003,C214,116,0,8,116,108,2027-01-01,6.85
FI000555,F003,C215,17,2,2,15,13,2027-01-01,7.30
FI000556,F003,C217,37,0,2,37,35,2027-01-01,8.20
FI000557,F003,C218,66,2,4,64,60,2027-01-01,8.65
FI000558,F003,C219,16,1,2,15,13,2027-01-01,9.10
FI000559,F003,C224,32,0,2,32,30,2027-01-01,11.35
FI000560,F003,C225,74,0,4,74,70,2027-01-01,11.80
FI000561,F003,C230,64,2,4,62,58,2027-01-01,14.05
FI000562,F003,C231,24,2,2,22,20,2027-01-01,14.50
FI000563,F003,C234,34,1,2,33,31,2027-01-01,15.85
FI000564,F003,C242,18,1,2,17,15,2027-01-01,19.45
FI000565,F003,C243,58,4,4,54,50,2027-01-01,19.90
FI000566,F003,C245,96,4,8,92,84,2027-01-01,20.80
FI000567,F003,C247,64,4,4,60,56,2027-01-01,21.70
FI000568,F003,C250,42,4,4,38,34,2027-01-01,23.05
FI000569,F003,C251,13,2,2,11,9,2027-01-01,1.00
FI000570,F003,C253,80,4,4,76,72,2027-01-01,1.90
FI000571,F003,C255,80,0,8,80,72,2027-01-01,2.80
FI000572,F003,C261,0,0,0,0,0,2027-01-01,5.50
FI000573,F003,C263,42,4,4,38,34,2027-01-01,6.40
FI000574,F003,C267,52,4,4,48,44,2027-01-01,8.20
FI000575,F003,C271,28,2,2,26,24,2027-01-01,10.00
FI000576,F003,C274,0,0,0,0,0,2027-01-01,11.35
FI000577,F003,C276,68,2,4,66,62,2027-01-01,12.25
FI000578,F003,C278,88,8,8,80,72,2027-01-01,13.15
FI000579,F003,C280,80,0,8,80,72,2027-01-01,14.05
FI000580,F003,C281,34,0,4,34,30,2027-01-01,14.50
FI000581,F003,C285,21,2,2,19,17,2027-01-01,16.30
FI000582,F003,C287,60,0,4,60,56,2027-01-01,17.20
FI000583,F003,C288,112,8,8,104,96,2027-01-01,17.65
FI000584,F003,C290,37,0,2,37,35,2027-01-01,18.55
FI000585,F003,C291,0,0,0,0,0,2027-01-01,19.00
FI000586,F003,C292,21,1,2,20,18,2027-01-01,19.45
FI000587,F003,C293,78,0,4,78,74,2027-01-01,19.90
FI000588,F003,C294,35,1,2,34,32,2027-01-01,20.35
FI000589,F003,C295,26,2,4,24,20,2027-01-01,20.80
FI000590,F003,C296,48,2,4,46,42,2027-01-01,21.25
FI000591,F003,C298,0,0,0,0,0,2027-01-01,22.15
FI000592,F003,C300,70,0,4,70,66,2027-01-01,23.05
FI000593,F003,C301,26,2,4,24,20,2027-01-01,1.00
FI000594,F003,C303,26,2,4,24,20,2027-01-01,1.90
FI000595,F003,C305,70,0,4,70,66,2027-01-01,2.80
FI000596,F003,C307,32,1,2,31,29,2027-01-01,3.70
FI000597,F003,C311,60,2,4,58,54,2027-01-01,5.50
FI000598,F003,C316,22,2,2,20,18,2027-01-01,7.75
FI000599,F003,C324,0,0,0,0,0,2027-01-01,11.35
FI000600,F003,C328,36,2,2,34,32,2027-01-01,13.15
FI000601,F003,C329,30,0,4,30,26,2027-01-01,13.60
FI000602,F003,C330,76,4,8,72,64,2027-01-01,14.05
FI000603,F003,C333,24,1,2,23,21,2027-01-01,15.40
FI000604,F003,C341,156,8,8,148,140,2027-01-01,19.00
FI000605,F003,C344,26,0,2,26,24,2027-01-01,20.35
FI000606,F003,C346,40,0,4,40,36,2027-01-01,21.25
FI000607,F003,C347,34,1,2,33,31,2027-01-01,21.70
FI000608,F003,C348,64,4,8,60,52,2027-01-01,22.15
FI000609,F003,C351,37,0,2,37,35,2027-01-01,1.00
FI000610,F003,C352,40,2,2,38,36,2027-01-01,1.45
FI000611,F003,C353,144,0,8,144,136,2027-01-01,1.90
FI000612,F003,C356,40,2,2,38,36,2027-01-01,3.25
FI000613,F003,C357,120,8,8,112,104,2027-01-01,3.70
FI000614,F003,C359,30,0,4,30,26,2027-01-01,4.60
FI000615,F003,C360,34,1,2,33,31,2027-01-01,5.05
FI000616,F003,C364,15,2,2,13,11,2027-01-01,6.85
FI000617,F003,C366,46,2,4,44,40,2027-01-01,7.75
FI000618,F003,C367,74,0,4,74,70,2027-01-01,8.20
FI000619,F003,C368,14,2,2,12,10,2027-01-01,8.65
FI000620,F003,C369,74,2,4,72,68,2027-01-01,9.10
FI000621,F003,C370,76,0,4,76,72,2027-01-01,9.55
FI000622,F003,C372,27,1,2,26,24,2027-01-01,10.45
FI000623,F003,C373,18,2,2,16,14,2027-01-01,10.90
FI000624,F003,C374,23,0,2,23,21,2027-01-01,11.35
FI000625,F003,C377,120,0,8,120,112,2027-01-01,12.70
FI000626,F003,C387,36,0,4,36,32,2027-01-01,17.20
FI000627,F003,C397,58,2,4,56,52,2027-01-01,21.70
FI000628,F003,C398,33,0,2,33,31,2027-01-01,22.15
FI000629,F003,C399,19,0,2,19,17,2027-01-01,22.60
FI000630,F003,C400,29,0,2,29,27,2027-01-01,23.05
FI000631,F003,C401,0,0,0,0,0,2027-01-01,1.00
FI000632,F003,C403,23,0,2,23,21,2027-01-01,1.90
FI000633,F003,C404,78,2,4,76,72,2027-01-01,2.35
FI000634,F003,C405,160,0,8,160,152,2027-01-01,2.80
FI000635,F003,C408,56,8,8,48,40,2027-01-01,4.15
FI000636,F003,C409,22,0,2,22,20,2027-01-01,4.60
FI000637,F003,C410,68,0,8,68,60,2027-01-01,5.05
FI000638,F003,C417,30,2,4,28,24,2027-01-01,8.20
FI000639,F003,C421,52,4,4,48,44,2027-01-01,10.00
FI000640,F003,C425,28,4,4,24,20,2027-01-01,11.80
FI000641,F003,C429,128,4,8,124,116,2027-01-01,13.60
FI000642,F003,C431,44,2,4,42,38,2027-01-01,14.50
FI000643,F003,C434,27,2,2,25,23,2027-01-01,15.85
FI000644,F003,C435,62,4,4,58,54,2027-01-01,16.30
FI000645,F003,C442,92,4,8,88,80,2027-01-01,19.45
FI000646,F003,C444,23,0,2,23,21,2027-01-01,20.35
FI000647,F003,C446,35,0,2,35,33,2027-01-01,21.25
FI000648,F003,C447,48,4,4,44,40,2027-01-01,21.70
FI000649,F003,C448,26,1,2,25,23,2027-01-01,22.15
FI000650,F003,C451,56,2,4,54,50,2027-01-01,1.00
FI000651,F003,C453,21,0,2,21,19,2027-01-01,1.90
FI000652,F003,C455,27,1,2,26,24,2027-01-01,2.80
FI000653,F003,C458,40,4,4,36,32,2027-01-01,4.15
FI000654,F003,C459,48,8,8,40,32,2027-01-01,4.60
FI000655,F003,C461,24,1,2,23,21,2027-01-01,5.50
FI000656,F003,C462,78,2,4,76,72,2027-01-01,5.95
FI000657,F003,C468,29,0,2,29,27,2027-01-01,8.65
FI000658,F003,C470,54,0,4,54,50,2027-01-01,9.55
FI000659,F003,C472,17,0,2,17,15,2027-01-01,10.45
FI000660,F003,C473,38,0,2,38,36,2027-01-01,10.90
FI000661,F003,C474,38,1,2,37,35,2027-01-01,11.35
FI000662,F003,C475,56,0,8,56,48,2027-01-01,11.80
FI000663,F003,C478,34,2,2,32,30,2027-01-01,13.15
FI000664,F003,C479,68,0,4,68,64,2027-01-01,13.60
FI000665,F003,C480,76,0,4,76,72,2027-01-01,14.05
FI000666,F003,C482,26,0,2,26,24,2027-01-01,14.95
FI000667,F003,C484,42,0,4,42,38,2027-01-01,15.85
FI000668,F003,C490,23,1,2,22,20,2027-01-01,18.55
FI000669,F003,C492,76,2,4,74,70,2027-01-01,19.45
FI000670,F003,C495,17,0,2,17,15,2027-01-01,20.80
FI000671,F003,C496,70,0,4,70,66,2027-01-01,21.25
FI000672,F003,C499,27,1,2,26,24,2027-01-01,22.60
FI000673,F004,C001,27,2,2,25,23,2027-01-01,1.00
FI000674,F004,C002,46,4,4,42,38,2027-01-01,1.45
FI000675,F004,C003,0,0,0,0,0,2027-01-01,1.90
FI000676,F004,C004,144,8,8,136,128,2027-01-01,2.35
FI000677,F004,C005,62,2,4,60,56,2027-01-01,2.80
FI000678,F004,C006,68,4,8,64,56,2027-01-01,3.25
FI000679,F004,C007,120,4,8,116,108,2027-01-01,3.70
FI000680,F004,C008,152,0,8,152,144,2027-01-01,4.15
FI000681,F004,C009,92,4,8,88,80,2027-01-01,4.60
FI000682,F004,C010,74,0,4,74,70,2027-01-01,5.05
FI000683,F004,C011,92,8,8,84,76,2027-01-01,5.50
FI000684,F004,C012,160,0,8,160,152,2027-01-01,5.95
FI000685,F004,C013,112,8,8,104,96,2027-01-01,6.40
FI000686,F004,C014,136,8,8,128,120,2027-01-01,6.85
FI000687,F004,C015,92,0,8,92,84,2027-01-01,7.30
FI000688,F004,C016,80,0,4,80,76,2027-01-01,7.75
FI000689,F004,C017,60,0,4,60,56,2027-01-01,8.20
FI000690,F004,C018,24,2,4,22,18,2027-01-01,8.65
FI000691,F004,C019,104,8,8,96,88,2027-01-01,9.10
FI000692,F004,C020,80,4,8,76,68,2027-01-01,9.55
FI000693,F004,C021,88,4,8,84,76,2027-01-01,10.00
FI000694,F004,C022,108,0,8,108,100,2027-01-01,10.45
FI000695,F004,C023,38,4,4,34,30,2027-01-01,10.90
FI000696,F004,C024,152,0,8,152,144,2027-01-01,11.35
FI000697,F004,C025,14,2,2,12,10,2027-01-01,11.80
FI000698,F004,C027,38,0,4,38,34,2027-01-01,12.70
FI000699,F004,C028,46,2,4,44,40,2027-01-01,13.15
FI000700,F004,C029,72,0,8,72,64,2027-01-01,13.60
FI000701,F004,C030,27,2,2,25,23,2027-01-01,14.05
FI000702,F004,C032,24,0,4,24,20,2027-01-01,14.95
FI000703,F004,C033,52,4,4,48,44,2027-01-01,15.40
FI000704,F004,C036,50,0,4,50,46,2027-01-01,16.75
FI000705,F004,C037,74,2,4,72,68,2027-01-01,17.20
FI000706,F004,C038,36,0,4,36,32,2027-01-01,17.65
FI000707,F004,C040,18,2,2,16,14,2027-01-01,18.55
FI000708,F004,C044,50,0,4,50,46,2027-01-01,20.35
FI000709,F004,C045,56,4,4,52,48,2027-01-01,20.80
FI000710,F004,C047,64,2,4,62,58,2027-01-01,21.70
FI000711,F004,C048,26,1,2,25,23,2027-01-01,22.15
FI000712,F004,C049,36,0,4,36,32,2027-01-01,22.60
FI000713,F004,C050,34,0,2,34,32,2027-01-01,23.05
FI000714,F004,C052,16,2,2,14,12,2027-01-01,1.45
FI000715,F004,C054,80,4,8,76,68,2027-01-01,2.35
FI000716,F004,C055,12,1,2,11,9,2027-01-01,2.80
FI000717,F004,C057,104,4,8,100,92,2027-01-01,3.70
FI000718,F004,C058,27,0,2,27,25,2027-01-01,4.15
FI000719,F004,C059,160,4,8,156,148,2027-01-01,4.60
FI000720,F004,C060,24,1,2,23,21,2027-01-01,5.05
FI000721,F004,C065,36,4,4,32,28,2027-01-01,7.30
FI000722,F004,C066,13,2,2,11,9,2027-01-01,7.75
FI000723,F004,C068,39,1,2,38,36,2027-01-01,8.65
FI000724,F004,C073,34,2,2,32,30,2027-01-01,10.90
FI000725,F004,C076,62,2,4,60,56,2027-01-01,12.25
FI000726,F004,C079,14,0,2,14,12,2027-01-01,13.60
FI000727,F004,C080,28,4,4,24,20,2027-01-01,14.05
FI000728,F004,C082,34,1,2,33,31,2027-01-01,14.95
FI000729,F004,C095,92,4,8,88,80,2027-01-01,20.80
FI000730,F004,C096,26,4,4,22,18,2027-01-01,21.25
FI000731,F004,C102,0,0,0,0,0,2027-01-01,1.45
FI000732,F004,C103,132,4,8,128,120,2027-01-01,1.90
FI000733,F004,C107,74,4,4,70,66,2027-01-01,3.70
FI000734,F004,C109,36,2,2,34,32,2027-01-01,4.60
FI000735,F004,C110,20,2,2,18,16,2027-01-01,5.05
FI000736,F004,C111,88,8,8,80,72,2027-01-01,5.50
FI000737,F004,C114,148,8,8,140,132,2027-01-01,6.85
FI000738,F004,C116,16,2,2,14,12,2027-01-01,7.75
FI000739,F004,C119,38,2,2,36,34,2027-01-01,9.10
FI000740,F004,C122,32,1,2,31,29,2027-01-01,10.45
FI000741,F004,C124,23,1,2,22,20,2027-01-01,11.35
FI000742,F004,C128,28,0,2,28,26,2027-01-01,13.15
FI000743,F004,C130,28,0,2,28,26,2027-01-01,14.05
FI000744,F004,C133,0,0,0,0,0,2027-01-01,15.40
FI000745,F004,C134,37,1,2,36,34,2027-01-01,15.85
FI000746,F004,C135,32,1,2,31,29,2027-01-01,16.30
FI000747,F004,C141,18,0,2,18,16,2027-01-01,19.00
FI000748,F004,C142,22,2,2,20,18,2027-01-01,19.45
FI000749,F004,C144,21,1,2,20,18,2027-01-01,20.35
FI000750,F004,C145,54,2,4,52,48,2027-01-01,20.80
FI000751,F004,C146,32,0,2,32,30,2027-01-01,21.25
FI000752,F004,C147,24,0,4,24,20,2027-01-01,21.70
FI000753,F004,C150,24,0,2,24,22,2027-01-01,23.05
FI000754,F004,C154,24,0,4,24,20,2027-01-01,2.35
FI000755,F004,C156,46,2,4,44,40,2027-01-01,3.25
FI000756,F004,C157,24,2,4,22,18,2027-01-01,3.70
FI000757,F004,C158,40,2,4,38,34,2027-01-01,4.15
FI000758,F004,C159,36,2,4,34,30,2027-01-01,4.60
FI000759,F004,C160,28,0,2,28,26,2027-01-01,5.05
FI000760,F004,C161,116,8,8,108,100,2027-01-01,5.50
FI000761,F004,C162,76,2,4,74,70,2027-01-01,5.95
FI000762,F004,C164,96,8,8,88,80,2027-01-01,6.85
FI000763,F004,C165,40,2,2,38,36,2027-01-01,7.30
FI000764,F004,C166,13,1,2,12,10,2027-01-01,7.75
FI000765,F004,C167,31,1,2,30,28,2027-01-01,8.20
FI000766,F004,C168,17,1,2,16,14,2027-01-01,8.65
FI000767,F004,C169,60,0,4,60,56,2027-01-01,9.10
FI000768,F004,C173,44,0,4,44,40,2027-01-01,10.90
FI000769,F004,C179,35,2,2,33,31,2027-01-01,13.60
FI000770,F004,C182,12,2,2,10,8,2027-01-01,14.95
FI000771,F004,C185,40,0,2,40,38,2027-01-01,16.30
FI000772,F004,C186,62,4,4,58,54,2027-01-01,16.75
FI000773,F004,C187,54,4,4,50,46,2027-01-01,17.20
FI000774,F004,C188,39,2,2,37,35,2027-01-01,17.65
FI000775,F004,C190,30,4,4,26,22,2027-01-01,18.55
FI000776,F004,C191,68,2,4,66,62,2027-01-01,19.00
FI000777,F004,C192,36,1,2,35,33,2027-01-01,19.45
FI000778,F004,C196,25,1,2,24,22,2027-01-01,21.25
FI000779,F004,C199,12,2,2,10,8,2027-01-01,22.60
FI000780,F004,C202,104,0,8,104,96,2027-01-01,1.45
FI000781,F004,C204,30,0,4,30,26,2027-01-01,2.35
FI000782,F004,C205,44,0,4,44,40,2027-01-01,2.80
FI000783,F004,C206,24,2,2,22,20,2027-01-01,3.25
FI000784,F004,C207,12,2,2,10,8,2027-01-01,3.70
FI000785,F004,C212,62,2,4,60,56,2027-01-01,5.95
FI000786,F004,C217,36,2,2,34,32,2027-01-01,8.20
FI000787,F004,C219,56,0,4,56,52,2027-01-01,9.10
FI000788,F004,C220,60,2,4,58,54,2027-01-01,9.55
FI000789,F004,C225,78,2,4,76,72,2027-01-01,11.80
FI000790,F004,C226,156,8,8,148,140,2027-01-01,12.25
FI000791,F004,C229,22,0,2,22,20,2027-01-01,13.60
FI000792,F004,C234,40,2,4,38,34,2027-01-01,15.85
FI000793,F004,C238,54,4,4,50,46,2027-01-01,17.65
FI000794,F004,C239,60,2,4,58,54,2027-01-01,18.10
FI000795,F004,C240,46,4,4,42,38,2027-01-01,18.55
FI000796,F004,C243,0,0,0,0,0,2027-01-01,19.90
FI000797,F004,C245,24,4,4,20,16,2027-01-01,20.80
FI000798,F004,C249,58,4,4,54,50,2027-01-01,22.60
FI000799,F004,C251,15,2,2,13,11,2027-01-01,1.00
FI000800,F004,C253,24,0,4,24,20,2027-01-01,1.90
FI000801,F004,C255,40,2,2,38,36,2027-01-01,2.80
FI000802,F004,C256,38,4,4,34,30,2027-01-01,3.25
FI000803,F004,C258,33,1,2,32,30,2027-01-01,4.15
FI000804,F004,C261,23,1,2,22,20,2027-01-01,5.50
FI000805,F004,C262,36,4,4,32,28,2027-01-01,5.95
FI000806,F004,C263,70,2,4,68,64,2027-01-01,6.40
FI000807,F004,C264,52,4,8,48,40,2027-01-01,6.85
FI000808,F004,C266,26,2,2,24,22,2027-01-01,7.75
FI000809,F004,C267,74,2,4,72,68,2027-01-01,8.20
FI000810,F004,C271,88,4,8,84,76,2027-01-01,10.00
FI000811,F004,C272,160,0,8,160,152,2027-01-01,10.45
FI000812,F004,C273,64,2,4,62,58,2027-01-01,10.90
FI000813,F004,C274,38,0,4,38,34,2027-01-01,11.35
FI000814,F004,C277,33,1,2,32,30,2027-01-01,12.70
FI000815,F004,C281,32,0,4,32,28,2027-01-01,14.50
FI000816,F004,C284,12,0,2,12,10,2027-01-01,15.85
FI000817,F004,C292,30,1,2,29,27,2027-01-01,19.45
FI000818,F004,C297,36,0,2,36,34,2027-01-01,21.70
FI000819,F004,C300,80,0,4,80,76,2027-01-01,23.05
FI000820,F004,C301,19,1,2,18,16,2027-01-01,1.00
FI000821,F004,C304,0,0,0,0,0,2027-01-01,2.35
FI000822,F004,C306,52,0,4,52,48,2027-01-01,3.25
FI000823,F004,C307,30,0,4,30,26,2027-01-01,3.70
FI000824,F004,C308,78,4,4,74,70,2027-01-01,4.15
FI000825,F004,C311,46,4,4,42,38,2027-01-01,5.50
FI000826,F004,C313,58,0,4,58,54,2027-01-01,6.40
FI000827,F004,C316,144,8,8,136,128,2027-01-01,7.75
FI000828,F004,C320,30,0,4,30,26,2027-01-01,9.55
FI000829,F004,C323,0,0,0,0,0,2027-01-01,10.90
FI000830,F004,C326,29,1,2,28,26,2027-01-01,12.25
FI000831,F004,C330,60,4,4,56,52,2027-01-01,14.05
FI000832,F004,C331,78,2,4,76,72,2027-01-01,14.50
FI000833,F004,C333,76,4,8,72,64,2027-01-01,15.40
FI000834,F004,C340,40,0,4,40,36,2027-01-01,18.55
FI000835,F004,C344,44,2,4,42,38,2027-01-01,20.35
FI000836,F004,C346,48,4,4,44,40,2027-01-01,21.25
FI000837,F004,C347,36,1,2,35,33,2027-01-01,21.70
FI000838,F004,C348,58,0,4,58,54,2027-01-01,22.15
FI000839,F004,C350,27,0,2,27,25,2027-01-01,23.05
FI000840,F004,C351,70,2,4,68,64,2027-01-01,1.00
FI000841,F004,C354,40,0,2,40,38,2027-01-01,2.35
FI000842,F004,C359,27,0,2,27,25,2027-01-01,4.60
FI000843,F004,C360,26,2,4,24,20,2027-01-01,5.05
FI000844,F004,C361,72,0,8,72,64,2027-01-01,5.50
FI000845,F004,C364,52,4,4,48,44,2027-01-01,6.85
FI000846,F004,C366,78,0,4,78,74,2027-01-01,7.75
FI000847,F004,C368,20,2,2,18,16,2027-01-01,8.65
FI000848,F004,C369,32,0,4,32,28,2027-01-01,9.10
FI000849,F004,C373,31,2,2,29,27,2027-01-01,10.90
FI000850,F004,C375,13,1,2,12,10,2027-01-01,11.80
FI000851,F004,C377,120,4,8,116,108,2027-01-01,12.70
FI000852,F004,C378,0,0,0,0,0,2027-01-01,13.15
FI000853,F004,C379,29,0,2,29,27,2027-01-01,13.60
FI000854,F004,C381,33,0,2,33,31,2027-01-01,14.50
FI000855,F004,C383,144,4,8,140,132,2027-01-01,15.40
FI000856,F004,C384,13,0,2,13,11,2027-01-01,15.85
FI000857,F004,C386,48,2,4,46,42,2027-01-01,16.75
FI000858,F004,C392,144,4,8,140,132,2027-01-01,19.45
FI000859,F004,C395,33,1,2,32,30,2027-01-01,20.80
FI000860,F004,C397,13,0,2,13,11,2027-01-01,21.70
FI000861,F004,C398,70,4,4,66,62,2027-01-01,22.15
FI000862,F004,C399,56,4,4,52,48,2027-01-01,22.60
FI000863,F004,C401,27,1,2,26,24,2027-01-01,1.00
FI000864,F004,C403,28,0,4,28,24,2027-01-01,1.90
FI000865,F004,C404,36,1,2,35,33,2027-01-01,2.35
FI000866,F004,C407,104,4,8,100,92,2027-01-01,3.70
FI000867,F004,C408,42,4,4,38,34,2027-01-01,4.15
FI000868,F004,C409,21,1,2,20,18,2027-01-01,4.60
